District,State,Reference_Year,Population,Rural_Percent,Urban_Percent,Literacy_Percent,Poverty_Percent,Population_Density_per_sq_km,Dataset_Status
G_District_23,Goa,2021,1373136,83.58,16.42,72.95,26.34,287.86,Synthetic data for visualization practice
G_District_24,Goa,2011,1970792,90.0,10.0,63.54,17.15,682.57,Synthetic data for visualization practice
G_District_24,Goa,2016,2113848,67.03,32.97,67.1,15.09,649.39,Synthetic data for visualization practice
G_District_24,Goa,2021,2317178,76.16,23.84,71.46,26.09,503.25,Synthetic data for visualization practice
G_District_25,Goa,2011,2840399,37.24,62.76,76.45,28.09,796.72,Synthetic data for visualization practice
G_District_25,Goa,2016,2981468,53.08,46.92,85.97,29.14,2426.65,Synthetic data for visualization practice
G_District_25,Goa,2021,3310957,53.12,46.88,75.49,28.2,3847.2,Synthetic data for visualization practice
G_District_26,Goa,2011,2439564,35.51,64.49,71.03,19.33,773.74,Synthetic data for visualization practice
G_District_26,Goa,2016,2650808,47.97,52.03,73.34,21.24,1275.48,Synthetic data for visualization practice
G_District_26,Goa,2021,2666839,61.85,38.15,65.73,27.17,813.07,Synthetic data for visualization practice
G_District_27,Goa,2011,1827924,48.04,51.96,70.4,28.43,779.04,Synthetic data for visualization practice
G_District_27,Goa,2016,1937532,65.12,34.88,75.82,19.55,739.4,Synthetic data for visualization practice
G_District_27,Goa,2021,2175255,44.5,55.5,48.95,13.93,667.78,Synthetic data for visualization practice
G_District_28,Goa,2011,964407,49.35,50.65,75.59,6.37,495.28,Synthetic data for visualization practice
G_District_28,Goa,2016,1026697,53.18,46.82,56.05,18.69,211.94,Synthetic data for visualization practice
G_District_28,Goa,2021,1064749,33.73,66.27,93.31,11.97,1912.89,Synthetic data for visualization practice
G_District_29,Goa,2011,2557467,48.22,51.78,77.73,32.32,1080.63,Synthetic data for visualization practice
G_District_29,Goa,2016,2741606,62.18,37.82,76.57,23.92,1389.8,Synthetic data for visualization practice
G_District_29,Goa,2021,2878173,56.47,43.53,70.37,30.56,659.0,Synthetic data for visualization practice
G_District_30,Goa,2011,360518,54.9,45.1,74.3,16.74,76.85,Synthetic data for visualization practice
G_District_30,Goa,2016,389840,48.69,51.31,80.12,22.15,156.47,Synthetic data for visualization practice
G_District_30,Goa,2021,396621,58.55,41.45,80.64,28.65,249.1,Synthetic data for visualization practice
G_District_01,Gujarat,2011,1608997,60.45,39.55,76.35,24.41,481.87,Synthetic data for visualization practice
G_District_01,Gujarat,2016,1703032,44.89,55.11,94.31,28.1,710.9,Synthetic data for visualization practice
G_District_01,Gujarat,2021,1792111,66.59,33.41,68.86,10.04,607.95,Synthetic data for visualization practice
G_District_02,Gujarat,2011,2369446,28.68,71.32,58.96,26.29,707.26,Synthetic data for visualization practice
G_District_02,Gujarat,2016,2531870,47.58,52.42,58.76,25.88,717.13,Synthetic data for visualization practice
G_District_02,Gujarat,2021,2675303,60.2,39.8,69.69,16.36,1898.13,Synthetic data for visualization practice
G_District_03,Gujarat,2011,1838030,47.24,52.76,62.66,22.1,1088.31,Synthetic data for visualization practice
G_District_03,Gujarat,2016,1999474,79.57,20.43,78.34,21.14,1087.93,Synthetic data for visualization practice
G_District_03,Gujarat,2021,2118939,55.68,44.32,83.67,14.82,5218.29,Synthetic data for visualization practice
G_District_04,Gujarat,2011,2033209,59.63,40.37,68.68,8.35,467.86,Synthetic data for visualization practice
G_District_04,Gujarat,2016,2194781,59.63,40.37,66.74,24.8,730.27,Synthetic data for visualization practice
G_District_04,Gujarat,2021,2292027,40.89,59.11,59.28,5.16,2547.35,Synthetic data for visualization practice
G_District_05,Gujarat,2011,1532088,70.32,29.68,63.12,26.28,373.33,Synthetic data for visualization practice
G_District_05,Gujarat,2016,1664982,50.52,49.48,73.2,18.67,460.96,Synthetic data for visualization practice
G_District_05,Gujarat,2021,1721363,76.75,23.25,52.64,18.5,1761.23,Synthetic data for visualization practice
G_District_06,Gujarat,2011,532162,29.09,70.91,56.31,32.45,149.83,Synthetic data for visualization practice
G_District_06,Gujarat,2016,571079,38.45,61.55,75.51,15.42,741.3,Synthetic data for visualization practice
G_District_06,Gujarat,2021,609824,28.84,71.16,84.82,25.19,374.58,Synthetic data for visualization practice
G_District_07,Gujarat,2011,2733670,63.87,36.13,82.32,17.33,1751.61,Synthetic data for visualization practice
G_District_07,Gujarat,2016,2954725,46.75,53.25,71.14,17.33,1655.83,Synthetic data for visualization practice
G_District_07,Gujarat,2021,3247090,63.58,36.42,74.8,20.37,5925.45,Synthetic data for visualization practice
G_District_08,Gujarat,2011,1793978,44.95,55.05,76.89,26.7,2899.9,Synthetic data for visualization practice
G_District_08,Gujarat,2016,1910799,52.26,47.74,67.03,34.2,1151.33,Synthetic data for visualization practice
G_District_08,Gujarat,2021,2041493,41.01,58.99,78.65,17.11,1113.89,Synthetic data for visualization practice
G_District_09,Gujarat,2011,2424274,17.45,82.55,70.58,23.0,1441.97,Synthetic data for visualization practice
G_District_09,Gujarat,2016,2604096,27.85,72.15,46.52,14.2,567.74,Synthetic data for visualization practice
G_District_09,Gujarat,2021,2652319,42.35,57.65,54.7,20.06,814.02,Synthetic data for visualization practice
G_District_10,Gujarat,2011,443126,53.39,46.61,79.55,22.17,95.29,Synthetic data for visualization practice
G_District_10,Gujarat,2016,483426,62.08,37.92,74.6,20.89,164.36,Synthetic data for visualization practice
G_District_10,Gujarat,2021,509601,49.95,50.05,83.08,13.62,276.15,Synthetic data for visualization practice
G_District_11,Gujarat,2011,1021662,62.63,37.37,66.15,22.27,215.14,Synthetic data for visualization practice
G_District_11,Gujarat,2016,1110626,69.12,30.88,76.67,13.0,1318.15,Synthetic data for visualization practice
G_District_11,Gujarat,2021,1172069,60.15,39.85,65.93,34.73,570.57,Synthetic data for visualization practice
G_District_12,Gujarat,2011,1030019,44.17,55.83,69.95,19.35,210.4,Synthetic data for visualization practice
G_District_12,Gujarat,2016,1104192,55.53,44.47,78.1,28.58,407.21,Synthetic data for visualization practice
G_District_12,Gujarat,2021,1119632,63.91,36.09,76.39,15.77,1732.77,Synthetic data for visualization practice
G_District_13,Gujarat,2011,273941,32.9,67.1,78.08,24.77,64.28,Synthetic data for visualization practice
G_District_13,Gujarat,2016,287148,52.24,47.76,73.64,13.34,57.53,Synthetic data for visualization practice
G_District_13,Gujarat,2021,320518,31.99,68.01,69.91,19.39,301.14,Synthetic data for visualization practice
G_District_14,Gujarat,2011,1373310,78.98,21.02,57.6,29.01,910.19,Synthetic data for visualization practice
G_District_14,Gujarat,2016,1445473,24.36,75.64,93.93,18.88,1942.39,Synthetic data for visualization practice
G_District_14,Gujarat,2021,1502583,48.45,51.55,68.76,15.3,585.63,Synthetic data for visualization practice
G_District_15,Gujarat,2011,1426558,63.06,36.94,63.93,19.37,424.0,Synthetic data for visualization practice
G_District_15,Gujarat,2016,1518040,47.63,52.37,85.81,20.37,329.21,Synthetic data for visualization practice
G_District_15,Gujarat,2021,1565928,61.82,38.18,62.7,25.42,558.27,Synthetic data for visualization practice
G_District_16,Gujarat,2011,2031674,81.91,18.09,85.15,15.6,435.87,Synthetic data for visualization practice
G_District_16,Gujarat,2016,2209022,33.61,66.39,84.28,18.25,583.37,Synthetic data for visualization practice
G_District_16,Gujarat,2021,2422769,53.32,46.68,83.4,19.41,1402.67,Synthetic data for visualization practice
G_District_17,Gujarat,2011,1413891,36.07,63.93,58.87,26.67,1330.48,Synthetic data for visualization practice
G_District_17,Gujarat,2016,1516484,50.89,49.11,59.12,5.0,307.2,Synthetic data for visualization practice
G_District_17,Gujarat,2021,1559706,57.05,42.95,74.51,10.55,611.47,Synthetic data for visualization practice
G_District_18,Gujarat,2011,2485136,64.88,35.12,65.13,12.19,2165.35,Synthetic data for visualization practice
G_District_18,Gujarat,2016,2669975,85.74,14.26,70.31,12.48,599.68,Synthetic data for visualization practice
G_District_18,Gujarat,2021,2867788,35.79,64.21,75.62,31.67,2686.93,Synthetic data for visualization practice
G_District_19,Gujarat,2011,800086,30.12,69.88,70.8,24.49,253.82,Synthetic data for visualization practice
G_District_19,Gujarat,2016,837119,66.88,33.12,55.87,7.82,917.16,Synthetic data for visualization practice
G_District_19,Gujarat,2021,955732,68.36,31.64,86.61,22.08,283.46,Synthetic data for visualization practice
G_District_20,Gujarat,2011,2781716,60.25,39.75,70.23,20.12,1061.58,Synthetic data for visualization practice
G_District_20,Gujarat,2016,2902712,74.96,25.04,57.71,43.5,1153.77,Synthetic data for visualization practice
G_District_20,Gujarat,2021,3071280,67.99,32.01,67.52,28.55,3808.07,Synthetic data for visualization practice
G_District_21,Gujarat,2011,2629219,55.68,44.32,70.96,33.15,707.79,Synthetic data for visualization practice
G_District_21,Gujarat,2016,2789974,64.09,35.91,53.58,17.08,711.36,Synthetic data for visualization practice
G_District_21,Gujarat,2021,3103504,58.0,42.0,85.12,28.94,2317.99,Synthetic data for visualization practice
G_District_22,Gujarat,2011,1806384,61.13,38.87,67.96,34.25,715.62,Synthetic data for visualization practice
G_District_22,Gujarat,2016,1931066,66.03,33.97,69.18,17.69,4047.43,Synthetic data for visualization practice
G_District_22,Gujarat,2021,1995216,47.5,52.5,62.38,31.2,702.66,Synthetic data for visualization practice
G_District_23,Gujarat,2011,2000511,87.7,12.3,82.03,16.21,582.93,Synthetic data for visualization practice
G_District_23,Gujarat,2016,2086534,48.19,51.81,59.29,19.71,1078.39,Synthetic data for visualization practice
G_District_23,Gujarat,2021,2362702,38.51,61.49,58.29,38.89,2049.24,Synthetic data for visualization practice
G_District_24,Gujarat,2011,2125147,61.93,38.07,91.7,26.96,798.02,Synthetic data for visualization practice
G_District_24,Gujarat,2016,2294475,27.26,72.74,70.15,12.93,655.64,Synthetic data for visualization practice
G_District_24,Gujarat,2021,2364765,23.93,76.07,71.19,31.18,588.29,Synthetic data for visualization practice
G_District_25,Gujarat,2011,1394877,49.92,50.08,66.64,12.49,335.06,Synthetic data for visualization practice
G_District_25,Gujarat,2016,1477546,39.02,60.98,63.65,23.09,1154.83,Synthetic data for visualization practice
G_District_25,Gujarat,2021,1552185,77.02,22.98,71.46,12.29,379.44,Synthetic data for visualization practice
G_District_26,Gujarat,2011,1919327,52.75,47.25,76.28,27.53,898.1,Synthetic data for visualization practice
G_District_26,Gujarat,2016,2050932,59.81,40.19,90.57,31.6,500.67,Synthetic data for visualization practice
G_District_26,Gujarat,2021,2094285,61.92,38.08,62.95,31.02,1249.91,Synthetic data for visualization practice
G_District_27,Gujarat,2011,2809265,40.51,59.49,81.52,27.46,715.69,Synthetic data for visualization practice
G_District_27,Gujarat,2016,2959634,40.59,59.41,71.61,16.55,907.19,Synthetic data for visualization practice
G_District_27,Gujarat,2021,3221068,43.86,56.14,63.96,24.31,736.55,Synthetic data for visualization practice
G_District_28,Gujarat,2011,2178032,76.13,23.87,64.95,20.92,546.39,Synthetic data for visualization practice
G_District_28,Gujarat,2016,2368178,71.38,28.62,72.95,23.07,902.89,Synthetic data for visualization practice
G_District_28,Gujarat,2021,2386431,71.44,28.56,53.32,32.74,679.2,Synthetic data for visualization practice
G_District_29,Gujarat,2011,1989803,83.44,16.56,84.7,21.04,4671.1,Synthetic data for visualization practice
G_District_29,Gujarat,2016,2130613,57.02,42.98,65.93,21.37,483.5,Synthetic data for visualization practice
G_District_29,Gujarat,2021,2157431,39.28,60.72,59.7,23.02,455.56,Synthetic data for visualization practice
G_District_30,Gujarat,2011,978344,30.71,69.29,78.21,13.52,455.42,Synthetic data for visualization practice
G_District_30,Gujarat,2016,1064857,80.78,19.22,73.54,37.56,1249.72,Synthetic data for visualization practice
G_District_30,Gujarat,2021,1106749,51.87,48.13,75.11,31.75,250.61,Synthetic data for visualization practice
H_District_01,Haryana,2011,439441,52.62,47.38,82.24,32.77,155.57,Synthetic data for visualization practice
H_District_01,Haryana,2016,458421,41.44,58.56,79.47,14.56,141.81,Synthetic data for visualization practice
H_District_01,Haryana,2021,477682,46.82,53.18,86.07,10.3,311.1,Synthetic data for visualization practice
H_District_02,Haryana,2011,835913,23.9,76.1,86.33,29.78,500.42,Synthetic data for visualization practice
H_District_02,Haryana,2016,907387,31.46,68.54,93.74,14.61,599.26,Synthetic data for visualization practice
H_District_02,Haryana,2021,948796,30.43,69.57,63.17,29.96,863.47,Synthetic data for visualization practice
H_District_03,Haryana,2011,1808805,48.36,51.64,71.44,15.91,1020.66,Synthetic data for visualization practice
H_District_03,Haryana,2016,1934477,44.11,55.89,81.4,28.16,832.71,Synthetic data for visualization practice
H_District_03,Haryana,2021,2098853,52.64,47.36,91.4,13.78,534.88,Synthetic data for visualization practice
H_District_04,Haryana,2011,607551,53.37,46.63,67.88,31.24,152.05,Synthetic data for visualization practice
H_District_04,Haryana,2016,654167,63.84,36.16,80.05,34.68,261.19,Synthetic data for visualization practice
H_District_04,Haryana,2021,725943,73.26,26.74,65.97,28.78,314.04,Synthetic data for visualization practice
H_District_05,Haryana,2011,1280659,40.49,59.51,77.02,16.55,303.0,Synthetic data for visualization practice
H_District_05,Haryana,2016,1359543,62.19,37.81,59.31,28.35,404.63,Synthetic data for visualization practice
H_District_05,Haryana,2021,1479265,84.25,15.75,68.56,24.74,929.91,Synthetic data for visualization practice
H_District_06,Haryana,2011,2646089,88.33,11.67,72.57,17.46,1858.16,Synthetic data for visualization practice
H_District_06,Haryana,2016,2861288,30.92,69.08,65.33,12.03,1110.99,Synthetic data for visualization practice
H_District_06,Haryana,2021,3092295,53.95,46.05,82.62,27.04,885.85,Synthetic data for visualization practice
H_District_07,Haryana,2011,1335108,75.87,24.13,75.55,25.38,1013.47,Synthetic data for visualization practice
H_District_07,Haryana,2016,1447555,81.71,18.29,74.91,17.25,516.55,Synthetic data for visualization practice
H_District_07,Haryana,2021,1454233,49.59,50.41,77.83,24.24,315.07,Synthetic data for visualization practice
H_District_08,Haryana,2011,1505237,42.04,57.96,67.49,17.5,3267.9,Synthetic data for visualization practice
H_District_08,Haryana,2016,1604605,84.32,15.68,79.53,22.95,440.17,Synthetic data for visualization practice
H_District_08,Haryana,2021,1705499,43.15,56.85,86.67,9.15,1442.4,Synthetic data for visualization practice
H_District_09,Haryana,2011,2315043,64.99,35.01,81.2,21.51,3540.81,Synthetic data for visualization practice
H_District_09,Haryana,2016,2528137,58.68,41.32,81.02,24.66,1251.15,Synthetic data for visualization practice
H_District_09,Haryana,2021,2712997,70.23,29.77,62.17,14.45,1135.96,Synthetic data for visualization practice
H_District_10,Haryana,2011,1084833,33.2,66.8,84.16,13.2,240.67,Synthetic data for visualization practice
H_District_10,Haryana,2016,1163215,50.53,49.47,64.04,27.71,346.89,Synthetic data for visualization practice
H_District_10,Haryana,2021,1279159,45.86,54.14,91.2,6.76,495.58,Synthetic data for visualization practice
H_District_11,Haryana,2011,222154,60.12,39.88,75.88,26.57,56.34,Synthetic data for visualization practice
H_District_11,Haryana,2016,241392,64.02,35.98,63.31,28.55,55.59,Synthetic data for visualization practice
H_District_11,Haryana,2021,249004,81.46,18.54,74.97,12.18,93.26,Synthetic data for visualization practice
H_District_12,Haryana,2011,2571454,60.07,39.93,69.69,18.55,1057.62,Synthetic data for visualization practice
H_District_12,Haryana,2016,2696350,62.7,37.3,64.66,20.61,1121.94,Synthetic data for visualization practice
H_District_12,Haryana,2021,3041705,53.22,46.78,88.6,19.92,1522.94,Synthetic data for visualization practice
H_District_13,Haryana,2011,2818638,53.03,46.97,68.07,14.42,771.22,Synthetic data for visualization practice
H_District_13,Haryana,2016,2970377,28.93,71.07,74.95,31.65,664.3,Synthetic data for visualization practice
H_District_13,Haryana,2021,3198985,40.13,59.87,63.74,34.17,7268.5,Synthetic data for visualization practice
H_District_14,Haryana,2011,2591293,60.76,39.24,73.27,18.41,1139.01,Synthetic data for visualization practice
H_District_14,Haryana,2016,2808423,71.3,28.7,74.23,25.83,624.37,Synthetic data for visualization practice
H_District_14,Haryana,2021,2832393,47.97,52.03,70.15,31.32,658.38,Synthetic data for visualization practice
H_District_15,Haryana,2011,770360,67.59,32.41,88.94,36.26,188.33,Synthetic data for visualization practice
H_District_15,Haryana,2016,834755,55.88,44.12,81.4,28.31,170.7,Synthetic data for visualization practice
H_District_15,Haryana,2021,880455,70.09,29.91,71.82,20.03,209.14,Synthetic data for visualization practice
H_District_16,Haryana,2011,2567116,58.13,41.87,63.7,19.39,572.31,Synthetic data for visualization practice
H_District_16,Haryana,2016,2694581,55.04,44.96,56.25,32.8,821.49,Synthetic data for visualization practice
H_District_16,Haryana,2021,2805043,18.1,81.9,81.26,26.46,719.7,Synthetic data for visualization practice
H_District_17,Haryana,2011,1968774,57.92,42.08,69.71,18.66,695.96,Synthetic data for visualization practice
H_District_17,Haryana,2016,2081576,53.46,46.54,85.29,24.99,685.07,Synthetic data for visualization practice
H_District_17,Haryana,2021,2343421,79.79,20.21,87.11,15.62,1661.36,Synthetic data for visualization practice
H_District_18,Haryana,2011,1076471,51.59,48.41,52.57,24.61,454.69,Synthetic data for visualization practice
H_District_18,Haryana,2016,1156908,37.58,62.42,88.18,26.41,268.5,Synthetic data for visualization practice
H_District_18,Haryana,2021,1189899,78.24,21.76,55.78,23.66,2139.13,Synthetic data for visualization practice
H_District_19,Haryana,2011,2644633,41.28,58.72,60.66,18.46,1597.43,Synthetic data for visualization practice
H_District_19,Haryana,2016,2830657,59.43,40.57,82.5,10.17,941.75,Synthetic data for visualization practice
H_District_19,Haryana,2021,3112048,60.15,39.85,64.25,29.47,774.88,Synthetic data for visualization practice
H_District_20,Haryana,2011,1675536,62.3,37.7,72.06,17.82,559.22,Synthetic data for visualization practice
H_District_20,Haryana,2016,1748501,49.06,50.94,81.9,23.96,2853.06,Synthetic data for visualization practice
H_District_20,Haryana,2021,1897100,45.82,54.18,57.16,14.59,393.37,Synthetic data for visualization practice
H_District_21,Haryana,2011,1124441,69.56,30.44,91.91,15.89,811.33,Synthetic data for visualization practice
H_District_21,Haryana,2016,1205359,51.52,48.48,76.26,31.93,366.01,Synthetic data for visualization practice
H_District_21,Haryana,2021,1235591,45.59,54.41,50.76,22.56,951.13,Synthetic data for visualization practice
H_District_22,Haryana,2011,1058396,61.33,38.67,58.94,28.45,471.82,Synthetic data for visualization practice
H_District_22,Haryana,2016,1138580,54.05,45.95,61.29,28.0,252.5,Synthetic data for visualization practice
H_District_22,Haryana,2021,1177099,62.53,37.47,66.22,9.85,468.53,Synthetic data for visualization practice
H_District_23,Haryana,2011,611290,61.14,38.86,83.32,31.11,1051.8,Synthetic data for visualization practice
H_District_23,Haryana,2016,662416,35.24,64.76,69.19,33.7,347.12,Synthetic data for visualization practice
H_District_23,Haryana,2021,683726,45.75,54.25,67.21,21.91,145.05,Synthetic data for visualization practice
H_District_24,Haryana,2011,2442526,52.83,47.17,94.31,12.61,1160.06,Synthetic data for visualization practice
H_District_24,Haryana,2016,2621529,46.16,53.84,84.52,18.71,777.67,Synthetic data for visualization practice
H_District_24,Haryana,2021,2879544,41.35,58.65,71.99,22.17,1919.32,Synthetic data for visualization practice
H_District_25,Haryana,2011,2510788,55.98,44.02,66.36,19.86,634.33,Synthetic data for visualization practice
H_District_25,Haryana,2016,2612928,54.78,45.22,79.24,23.82,740.27,Synthetic data for visualization practice
H_District_25,Haryana,2021,2857279,58.47,41.53,69.83,30.02,746.51,Synthetic data for visualization practice
H_District_26,Haryana,2011,1931665,52.63,47.37,70.31,21.13,1209.81,Synthetic data for visualization practice
H_District_26,Haryana,2016,2061158,46.62,53.38,78.88,28.62,631.25,Synthetic data for visualization practice
H_District_26,Haryana,2021,2249006,65.0,35.0,54.82,28.63,2758.32,Synthetic data for visualization practice
H_District_27,Haryana,2011,1179092,45.68,54.32,65.17,18.12,383.43,Synthetic data for visualization practice
H_District_27,Haryana,2016,1234347,54.19,45.81,68.59,28.56,1699.83,Synthetic data for visualization practice
H_District_27,Haryana,2021,1369917,70.68,29.32,66.5,23.89,758.26,Synthetic data for visualization practice
H_District_28,Haryana,2011,2883863,90.0,10.0,73.14,18.32,5922.34,Synthetic data for visualization practice
H_District_28,Haryana,2016,3055806,76.73,23.27,74.82,13.61,1638.33,Synthetic data for visualization practice
H_District_28,Haryana,2021,3363650,68.98,31.02,61.64,30.91,754.66,Synthetic data for visualization practice
H_District_29,Haryana,2011,959360,81.23,18.77,59.51,16.14,989.71,Synthetic data for visualization practice
H_District_29,Haryana,2016,1046146,43.13,56.87,80.68,30.1,222.23,Synthetic data for visualization practice
H_District_29,Haryana,2021,1055091,48.13,51.87,74.56,11.5,1282.76,Synthetic data for visualization practice
H_District_30,Haryana,2011,698843,51.46,48.54,75.2,31.49,773.88,Synthetic data for visualization practice
H_District_30,Haryana,2016,734353,28.97,71.03,69.16,26.01,178.04,Synthetic data for visualization practice
H_District_30,Haryana,2021,775538,79.44,20.56,64.66,20.7,182.77,Synthetic data for visualization practice
HP_District_01,Himachal Pradesh,2011,2041679,69.31,30.69,64.0,5.0,539.02,Synthetic data for visualization practice
HP_District_01,Himachal Pradesh,2016,2168851,45.16,54.84,73.68,13.36,2588.18,Synthetic data for visualization practice
HP_District_01,Himachal Pradesh,2021,2375295,38.27,61.73,67.01,17.22,509.86,Synthetic data for visualization practice
HP_District_02,Himachal Pradesh,2011,1979919,49.64,50.36,67.09,28.47,1220.66,Synthetic data for visualization practice
HP_District_02,Himachal Pradesh,2016,2147987,37.71,62.29,71.56,17.39,1464.76,Synthetic data for visualization practice
HP_District_02,Himachal Pradesh,2021,2147409,80.99,19.01,64.32,20.98,706.95,Synthetic data for visualization practice
HP_District_03,Himachal Pradesh,2011,342791,48.25,51.75,68.35,20.19,71.22,Synthetic data for visualization practice
HP_District_03,Himachal Pradesh,2016,364293,62.53,37.47,59.78,19.16,318.38,Synthetic data for visualization practice
HP_District_03,Himachal Pradesh,2021,393102,60.12,39.88,58.31,29.11,175.19,Synthetic data for visualization practice
HP_District_04,Himachal Pradesh,2011,769902,71.87,28.13,69.04,17.06,180.45,Synthetic data for visualization practice
HP_District_04,Himachal Pradesh,2016,820347,44.6,55.4,70.98,30.36,181.18,Synthetic data for visualization practice
HP_District_04,Himachal Pradesh,2021,903061,66.71,33.29,66.94,25.35,204.01,Synthetic data for visualization practice
HP_District_05,Himachal Pradesh,2011,1581586,45.21,54.79,80.36,29.69,330.52,Synthetic data for visualization practice
HP_District_05,Himachal Pradesh,2016,1648849,61.19,38.81,74.5,25.26,390.66,Synthetic data for visualization practice
HP_District_05,Himachal Pradesh,2021,1730823,43.15,56.85,62.74,30.86,535.72,Synthetic data for visualization practice
HP_District_06,Himachal Pradesh,2011,331953,78.47,21.53,72.78,30.1,112.5,Synthetic data for visualization practice
HP_District_06,Himachal Pradesh,2016,349146,58.15,41.85,59.73,21.15,72.42,Synthetic data for visualization practice
HP_District_06,Himachal Pradesh,2021,369149,64.87,35.13,71.41,17.24,103.69,Synthetic data for visualization practice
HP_District_07,Himachal Pradesh,2011,942725,25.61,74.39,64.98,6.03,879.33,Synthetic data for visualization practice
HP_District_07,Himachal Pradesh,2016,1027957,37.21,62.79,78.33,44.79,677.64,Synthetic data for visualization practice
HP_District_07,Himachal Pradesh,2021,1035252,67.88,32.12,59.67,9.41,2331.7,Synthetic data for visualization practice
HP_District_08,Himachal Pradesh,2011,1751691,71.42,28.58,66.88,23.55,639.14,Synthetic data for visualization practice
HP_District_08,Himachal Pradesh,2016,1858758,53.91,46.09,64.31,24.24,461.02,Synthetic data for visualization practice
HP_District_08,Himachal Pradesh,2021,2051254,64.99,35.01,81.25,27.42,1457.96,Synthetic data for visualization practice
HP_District_09,Himachal Pradesh,2011,470013,56.45,43.55,63.83,32.22,255.51,Synthetic data for visualization practice
HP_District_09,Himachal Pradesh,2016,512390,70.78,29.22,69.56,18.6,258.34,Synthetic data for visualization practice
HP_District_09,Himachal Pradesh,2021,535672,34.68,65.32,81.07,23.15,277.09,Synthetic data for visualization practice
HP_District_10,Himachal Pradesh,2011,1255959,54.7,45.3,85.74,9.69,315.92,Synthetic data for visualization practice
HP_District_10,Himachal Pradesh,2016,1329598,22.07,77.93,79.86,17.54,446.06,Synthetic data for visualization practice
HP_District_10,Himachal Pradesh,2021,1468559,64.11,35.89,67.9,15.89,329.83,Synthetic data for visualization practice
HP_District_11,Himachal Pradesh,2011,812960,44.47,55.53,61.21,23.63,238.04,Synthetic data for visualization practice
HP_District_11,Himachal Pradesh,2016,884129,51.42,48.58,68.0,24.35,216.53,Synthetic data for visualization practice
HP_District_11,Himachal Pradesh,2021,890086,66.37,33.63,86.34,15.45,287.28,Synthetic data for visualization practice
HP_District_12,Himachal Pradesh,2011,301977,67.87,32.13,78.31,31.69,94.46,Synthetic data for visualization practice
HP_District_12,Himachal Pradesh,2016,319776,60.03,39.97,58.1,27.79,70.76,Synthetic data for visualization practice
HP_District_12,Himachal Pradesh,2021,340702,69.99,30.01,75.87,10.22,189.81,Synthetic data for visualization practice
HP_District_13,Himachal Pradesh,2011,1538196,75.97,24.03,60.83,16.63,308.72,Synthetic data for visualization practice
HP_District_13,Himachal Pradesh,2016,1614772,61.19,38.81,68.01,27.22,1788.43,Synthetic data for visualization practice
HP_District_13,Himachal Pradesh,2021,1720533,38.23,61.77,84.47,33.73,810.09,Synthetic data for visualization practice
HP_District_14,Himachal Pradesh,2011,1171671,52.63,47.37,65.23,14.13,804.07,Synthetic data for visualization practice
HP_District_14,Himachal Pradesh,2016,1265378,67.72,32.28,83.76,18.12,1284.64,Synthetic data for visualization practice
HP_District_14,Himachal Pradesh,2021,1351007,45.47,54.53,78.62,24.9,492.55,Synthetic data for visualization practice
HP_District_15,Himachal Pradesh,2011,1447979,64.08,35.92,64.45,29.17,364.99,Synthetic data for visualization practice
HP_District_15,Himachal Pradesh,2016,1514820,58.51,41.49,75.1,30.65,322.81,Synthetic data for visualization practice
HP_District_15,Himachal Pradesh,2021,1626308,55.35,44.65,67.44,17.71,397.45,Synthetic data for visualization practice
HP_District_16,Himachal Pradesh,2011,985827,65.16,34.84,89.83,9.06,271.62,Synthetic data for visualization practice
HP_District_16,Himachal Pradesh,2016,1061952,54.32,45.68,79.51,21.19,300.69,Synthetic data for visualization practice
HP_District_16,Himachal Pradesh,2021,1130109,19.27,80.73,61.71,29.59,234.1,Synthetic data for visualization practice
HP_District_17,Himachal Pradesh,2011,1910690,21.16,78.84,66.28,32.6,457.47,Synthetic data for visualization practice
HP_District_17,Himachal Pradesh,2016,2060515,51.46,48.54,60.24,21.67,1325.8,Synthetic data for visualization practice
HP_District_17,Himachal Pradesh,2021,2273054,58.42,41.58,72.15,22.59,1249.5,Synthetic data for visualization practice
HP_District_18,Himachal Pradesh,2011,351269,44.13,55.87,62.48,32.96,467.1,Synthetic data for visualization practice
HP_District_18,Himachal Pradesh,2016,369444,26.34,73.66,66.74,29.77,112.8,Synthetic data for visualization practice
HP_District_18,Himachal Pradesh,2021,384227,61.4,38.6,72.6,20.27,134.74,Synthetic data for visualization practice
HP_District_19,Himachal Pradesh,2011,2005918,90.0,10.0,69.84,19.01,3563.17,Synthetic data for visualization practice
HP_District_19,Himachal Pradesh,2016,2123875,30.41,69.59,75.23,20.09,1523.68,Synthetic data for visualization practice
HP_District_19,Himachal Pradesh,2021,2324082,59.75,40.25,64.22,24.08,1549.6,Synthetic data for visualization practice
HP_District_20,Himachal Pradesh,2011,187980,33.2,66.8,64.38,19.72,82.95,Synthetic data for visualization practice
HP_District_20,Himachal Pradesh,2016,200623,59.69,40.31,87.57,21.97,41.81,Synthetic data for visualization practice
HP_District_20,Himachal Pradesh,2021,207711,73.95,26.05,74.09,20.03,91.44,Synthetic data for visualization practice
HP_District_21,Himachal Pradesh,2011,1015744,63.45,36.55,80.03,33.53,310.21,Synthetic data for visualization practice
HP_District_21,Himachal Pradesh,2016,1095922,44.04,55.96,74.04,23.98,1078.4,Synthetic data for visualization practice
