District,State,Reference_Year,Food_Insecurity_Percent,Child_Stunting_Percent,Child_Wasting_Percent,Anaemia_Percent,Poverty_Percent,Nutrition_Score,Dataset_Status
G_District_23,Goa,2019,26.06,28.92,14.1,61.77,33.18,51.19,Synthetic data for visualization practice
G_District_23,Goa,2020,13.17,34.22,13.64,46.47,25.92,61.29,Synthetic data for visualization practice
G_District_23,Goa,2021,22.97,31.88,16.64,65.84,32.74,50.81,Synthetic data for visualization practice
G_District_24,Goa,2019,20.41,36.39,11.96,58.49,21.86,53.12,Synthetic data for visualization practice
G_District_24,Goa,2020,15.77,29.76,15.19,52.84,14.2,60.02,Synthetic data for visualization practice
G_District_24,Goa,2021,10.29,30.23,13.69,48.17,5.0,65.33,Synthetic data for visualization practice
G_District_25,Goa,2019,22.92,38.78,16.64,52.41,26.56,49.42,Synthetic data for visualization practice
G_District_25,Goa,2020,9.59,30.32,11.51,52.24,7.31,65.88,Synthetic data for visualization practice
G_District_25,Goa,2021,24.84,34.48,17.38,60.68,25.42,48.57,Synthetic data for visualization practice
G_District_26,Goa,2019,11.22,31.57,16.67,50.49,10.18,62.67,Synthetic data for visualization practice
G_District_26,Goa,2020,20.31,36.65,14.18,56.85,20.07,52.65,Synthetic data for visualization practice
G_District_26,Goa,2021,29.38,41.13,17.46,60.83,30.39,41.57,Synthetic data for visualization practice
G_District_27,Goa,2019,19.3,28.38,18.07,48.84,21.33,57.62,Synthetic data for visualization practice
G_District_27,Goa,2020,17.81,39.76,13.39,50.24,19.12,54.32,Synthetic data for visualization practice
G_District_27,Goa,2021,22.03,22.87,13.0,69.98,18.28,56.54,Synthetic data for visualization practice
G_District_28,Goa,2019,15.79,30.95,16.06,61.46,16.21,57.85,Synthetic data for visualization practice
G_District_28,Goa,2020,20.05,36.18,13.27,49.87,26.67,54.41,Synthetic data for visualization practice
G_District_28,Goa,2021,8.7,23.2,9.23,49.22,11.63,71.29,Synthetic data for visualization practice
G_District_29,Goa,2019,6.62,23.75,10.14,53.9,5.0,71.7,Synthetic data for visualization practice
G_District_29,Goa,2020,19.11,32.43,14.67,50.24,17.21,56.56,Synthetic data for visualization practice
G_District_29,Goa,2021,16.31,31.65,13.49,47.88,21.09,59.9,Synthetic data for visualization practice
G_District_30,Goa,2019,18.49,32.75,14.41,49.68,23.34,57.05,Synthetic data for visualization practice
G_District_30,Goa,2020,16.6,27.35,10.09,51.0,20.84,62.37,Synthetic data for visualization practice
G_District_30,Goa,2021,18.29,42.14,16.79,60.41,24.32,50.2,Synthetic data for visualization practice
G_District_01,Gujarat,2019,26.15,26.14,15.42,61.79,39.12,52.11,Synthetic data for visualization practice
G_District_01,Gujarat,2020,22.79,39.82,16.65,60.81,27.21,47.74,Synthetic data for visualization practice
G_District_01,Gujarat,2021,14.48,36.42,13.87,48.29,19.57,58.8,Synthetic data for visualization practice
G_District_02,Gujarat,2019,13.54,24.32,9.63,49.83,15.76,66.64,Synthetic data for visualization practice
G_District_02,Gujarat,2020,19.21,33.74,15.47,50.77,16.16,55.51,Synthetic data for visualization practice
G_District_02,Gujarat,2021,18.79,35.2,14.46,59.61,19.46,54.09,Synthetic data for visualization practice
G_District_03,Gujarat,2019,20.99,26.29,15.92,59.27,28.1,56.4,Synthetic data for visualization practice
G_District_03,Gujarat,2020,22.89,33.19,13.7,59.64,26.58,52.04,Synthetic data for visualization practice
G_District_03,Gujarat,2021,19.36,37.09,12.63,51.67,25.54,54.42,Synthetic data for visualization practice
G_District_04,Gujarat,2019,22.69,35.63,16.06,43.02,30.48,52.76,Synthetic data for visualization practice
G_District_04,Gujarat,2020,16.78,29.8,14.81,58.55,18.05,58.45,Synthetic data for visualization practice
G_District_04,Gujarat,2021,16.01,32.1,13.19,51.63,22.15,59.44,Synthetic data for visualization practice
G_District_05,Gujarat,2019,22.48,32.81,15.61,52.7,40.36,53.02,Synthetic data for visualization practice
G_District_05,Gujarat,2020,26.47,36.37,15.94,58.65,30.97,47.06,Synthetic data for visualization practice
G_District_05,Gujarat,2021,19.93,32.21,15.61,58.72,23.94,54.46,Synthetic data for visualization practice
G_District_06,Gujarat,2019,8.48,30.13,12.75,50.04,12.23,66.82,Synthetic data for visualization practice
G_District_06,Gujarat,2020,17.62,29.26,14.83,57.73,9.58,58.16,Synthetic data for visualization practice
G_District_06,Gujarat,2021,12.33,29.5,20.23,51.52,12.68,61.59,Synthetic data for visualization practice
G_District_07,Gujarat,2019,25.56,32.1,19.04,51.12,31.74,50.12,Synthetic data for visualization practice
G_District_07,Gujarat,2020,26.58,26.02,15.79,62.54,34.5,51.61,Synthetic data for visualization practice
G_District_07,Gujarat,2021,21.05,30.17,12.0,55.32,21.64,56.18,Synthetic data for visualization practice
G_District_08,Gujarat,2019,23.39,31.46,16.63,57.54,23.1,51.94,Synthetic data for visualization practice
G_District_08,Gujarat,2020,11.1,28.15,17.73,52.11,14.65,63.91,Synthetic data for visualization practice
G_District_08,Gujarat,2021,5.07,27.72,11.03,51.0,13.46,71.12,Synthetic data for visualization practice
G_District_09,Gujarat,2019,22.54,32.61,14.57,56.78,23.65,52.77,Synthetic data for visualization practice
G_District_09,Gujarat,2020,20.7,37.28,14.02,48.82,24.99,53.27,Synthetic data for visualization practice
G_District_09,Gujarat,2021,24.45,33.18,15.95,58.23,35.03,50.33,Synthetic data for visualization practice
G_District_10,Gujarat,2019,20.43,33.94,9.21,64.69,24.64,54.22,Synthetic data for visualization practice
G_District_10,Gujarat,2020,21.8,28.47,14.27,52.81,23.73,56.12,Synthetic data for visualization practice
G_District_10,Gujarat,2021,24.52,38.52,14.5,55.68,35.05,48.42,Synthetic data for visualization practice
G_District_11,Gujarat,2019,19.33,27.37,9.97,49.13,32.73,60.49,Synthetic data for visualization practice
G_District_11,Gujarat,2020,12.09,25.71,7.99,44.77,18.07,68.36,Synthetic data for visualization practice
G_District_11,Gujarat,2021,25.89,36.99,13.97,51.15,32.15,48.93,Synthetic data for visualization practice
G_District_12,Gujarat,2019,20.72,37.01,16.76,51.78,20.21,52.13,Synthetic data for visualization practice
G_District_12,Gujarat,2020,17.41,30.77,19.45,44.51,20.69,58.17,Synthetic data for visualization practice
G_District_12,Gujarat,2021,21.01,27.69,13.64,53.01,18.87,57.3,Synthetic data for visualization practice
G_District_13,Gujarat,2019,16.78,33.9,15.47,48.56,14.54,57.7,Synthetic data for visualization practice
G_District_13,Gujarat,2020,18.78,31.0,20.08,54.68,26.32,55.25,Synthetic data for visualization practice
G_District_13,Gujarat,2021,17.11,26.0,11.28,47.92,17.4,62.74,Synthetic data for visualization practice
G_District_14,Gujarat,2019,23.34,36.93,13.09,54.46,26.56,50.77,Synthetic data for visualization practice
G_District_14,Gujarat,2020,17.16,30.32,15.39,51.41,21.9,58.78,Synthetic data for visualization practice
G_District_14,Gujarat,2021,23.65,34.32,18.86,60.17,21.58,49.24,Synthetic data for visualization practice
G_District_15,Gujarat,2019,11.41,24.85,12.63,52.49,12.56,66.79,Synthetic data for visualization practice
G_District_15,Gujarat,2020,23.91,33.37,10.77,57.89,29.06,52.28,Synthetic data for visualization practice
G_District_15,Gujarat,2021,18.8,40.76,17.8,58.14,20.45,50.52,Synthetic data for visualization practice
G_District_16,Gujarat,2019,17.53,28.54,15.63,55.18,19.67,58.74,Synthetic data for visualization practice
G_District_16,Gujarat,2020,19.19,32.97,10.48,54.22,15.64,56.89,Synthetic data for visualization practice
G_District_16,Gujarat,2021,23.79,33.74,18.02,58.4,25.23,49.93,Synthetic data for visualization practice
G_District_17,Gujarat,2019,16.25,35.72,14.87,60.04,10.69,55.68,Synthetic data for visualization practice
G_District_17,Gujarat,2020,24.44,31.8,20.44,60.57,27.99,49.33,Synthetic data for visualization practice
G_District_17,Gujarat,2021,14.84,31.19,9.53,55.14,17.89,61.41,Synthetic data for visualization practice
G_District_18,Gujarat,2019,17.86,30.77,12.57,52.8,22.59,58.64,Synthetic data for visualization practice
G_District_18,Gujarat,2020,29.43,39.6,17.29,65.35,33.22,41.66,Synthetic data for visualization practice
G_District_18,Gujarat,2021,19.86,32.61,10.41,60.52,27.91,55.6,Synthetic data for visualization practice
G_District_19,Gujarat,2019,13.28,31.74,11.06,47.32,23.02,63.08,Synthetic data for visualization practice
G_District_19,Gujarat,2020,22.53,32.44,14.01,57.27,26.84,52.97,Synthetic data for visualization practice
G_District_19,Gujarat,2021,14.45,28.62,14.46,50.5,19.59,62.22,Synthetic data for visualization practice
G_District_20,Gujarat,2019,14.33,28.1,12.03,52.06,28.27,63.07,Synthetic data for visualization practice
G_District_20,Gujarat,2020,24.28,32.51,17.54,58.76,25.28,50.24,Synthetic data for visualization practice
G_District_20,Gujarat,2021,17.85,26.06,15.51,55.55,9.37,59.7,Synthetic data for visualization practice
G_District_21,Gujarat,2019,20.02,26.77,14.84,52.2,19.16,58.32,Synthetic data for visualization practice
G_District_21,Gujarat,2020,18.12,36.28,13.67,57.68,17.89,54.61,Synthetic data for visualization practice
G_District_21,Gujarat,2021,16.96,30.3,13.49,49.54,22.98,59.81,Synthetic data for visualization practice
G_District_22,Gujarat,2019,15.76,24.06,15.0,48.17,24.6,63.64,Synthetic data for visualization practice
G_District_22,Gujarat,2020,23.13,29.64,12.25,65.41,25.07,53.19,Synthetic data for visualization practice
G_District_22,Gujarat,2021,19.72,29.11,13.65,48.87,25.42,58.24,Synthetic data for visualization practice
G_District_23,Gujarat,2019,19.96,31.38,12.38,52.84,17.6,56.7,Synthetic data for visualization practice
G_District_23,Gujarat,2020,9.39,26.48,14.41,38.67,5.0,69.13,Synthetic data for visualization practice
G_District_23,Gujarat,2021,26.6,41.64,16.52,64.36,31.17,43.29,Synthetic data for visualization practice
G_District_24,Gujarat,2019,20.21,26.51,12.24,55.17,28.23,58.63,Synthetic data for visualization practice
G_District_24,Gujarat,2020,17.74,24.52,9.12,60.39,17.47,61.76,Synthetic data for visualization practice
G_District_24,Gujarat,2021,20.11,33.05,17.58,57.17,29.57,53.54,Synthetic data for visualization practice
G_District_25,Gujarat,2019,20.05,33.15,14.97,53.67,27.71,54.85,Synthetic data for visualization practice
G_District_25,Gujarat,2020,16.74,31.35,11.56,56.89,17.31,58.93,Synthetic data for visualization practice
G_District_25,Gujarat,2021,13.61,28.3,14.3,40.25,13.21,64.63,Synthetic data for visualization practice
G_District_26,Gujarat,2019,20.92,31.59,15.11,65.16,18.65,53.17,Synthetic data for visualization practice
G_District_26,Gujarat,2020,22.51,34.54,16.67,56.98,21.44,51.18,Synthetic data for visualization practice
G_District_26,Gujarat,2021,21.07,29.65,13.67,56.19,29.32,55.79,Synthetic data for visualization practice
G_District_27,Gujarat,2019,24.15,31.38,14.2,50.52,24.07,53.15,Synthetic data for visualization practice
G_District_27,Gujarat,2020,26.24,38.35,13.21,59.05,33.31,47.02,Synthetic data for visualization practice
G_District_27,Gujarat,2021,18.71,36.59,20.46,49.42,22.67,53.19,Synthetic data for visualization practice
G_District_28,Gujarat,2019,19.14,36.7,14.45,54.63,13.32,53.81,Synthetic data for visualization practice
G_District_28,Gujarat,2020,17.23,29.96,13.66,56.24,13.74,58.7,Synthetic data for visualization practice
G_District_28,Gujarat,2021,16.27,30.99,16.06,60.81,18.14,57.54,Synthetic data for visualization practice
G_District_29,Gujarat,2019,21.63,31.07,17.04,56.92,27.69,53.51,Synthetic data for visualization practice
G_District_29,Gujarat,2020,12.68,28.64,11.89,57.65,12.11,63.32,Synthetic data for visualization practice
G_District_29,Gujarat,2021,25.11,36.86,16.48,53.64,25.43,48.5,Synthetic data for visualization practice
G_District_30,Gujarat,2019,16.42,28.87,13.3,54.74,24.58,60.23,Synthetic data for visualization practice
G_District_30,Gujarat,2020,20.5,35.15,14.67,40.98,27.72,55.48,Synthetic data for visualization practice
G_District_30,Gujarat,2021,21.84,27.28,15.74,64.12,21.1,54.55,Synthetic data for visualization practice
H_District_01,Haryana,2019,17.43,38.1,14.15,53.56,26.08,54.73,Synthetic data for visualization practice
H_District_01,Haryana,2020,28.53,34.19,15.52,63.02,35.54,45.97,Synthetic data for visualization practice
H_District_01,Haryana,2021,12.58,28.71,9.44,58.26,21.69,64.01,Synthetic data for visualization practice
H_District_02,Haryana,2019,15.03,22.71,11.01,56.85,18.41,64.79,Synthetic data for visualization practice
H_District_02,Haryana,2020,31.38,38.89,16.77,57.62,40.37,41.78,Synthetic data for visualization practice
H_District_02,Haryana,2021,27.97,45.85,20.48,51.48,39.16,40.83,Synthetic data for visualization practice
H_District_03,Haryana,2019,17.54,31.41,21.88,48.02,19.61,56.5,Synthetic data for visualization practice
H_District_03,Haryana,2020,23.09,34.69,16.05,51.78,25.89,51.6,Synthetic data for visualization practice
H_District_03,Haryana,2021,22.3,35.58,17.0,63.56,25.04,49.73,Synthetic data for visualization practice
H_District_04,Haryana,2019,14.41,27.53,13.05,52.63,19.86,62.9,Synthetic data for visualization practice
H_District_04,Haryana,2020,13.0,24.4,9.12,49.28,16.02,67.27,Synthetic data for visualization practice
H_District_04,Haryana,2021,8.99,25.37,8.91,49.74,9.08,69.99,Synthetic data for visualization practice
H_District_05,Haryana,2019,16.8,33.39,12.42,49.01,20.21,58.79,Synthetic data for visualization practice
H_District_05,Haryana,2020,27.49,39.52,19.19,49.98,32.43,44.99,Synthetic data for visualization practice
H_District_05,Haryana,2021,26.62,40.68,17.62,59.55,33.53,44.15,Synthetic data for visualization practice
H_District_06,Haryana,2019,20.55,36.77,11.17,52.65,26.33,53.93,Synthetic data for visualization practice
H_District_06,Haryana,2020,26.06,35.38,14.31,60.62,38.08,48.07,Synthetic data for visualization practice
H_District_06,Haryana,2021,16.68,34.57,12.42,56.78,18.61,57.13,Synthetic data for visualization practice
H_District_07,Haryana,2019,25.28,48.87,18.96,60.05,32.46,40.65,Synthetic data for visualization practice
H_District_07,Haryana,2020,17.13,37.13,18.56,60.53,18.95,53.09,Synthetic data for visualization practice
H_District_07,Haryana,2021,20.05,34.98,11.91,47.59,30.57,55.76,Synthetic data for visualization practice
H_District_08,Haryana,2019,25.31,37.91,17.66,53.53,28.36,47.47,Synthetic data for visualization practice
H_District_08,Haryana,2020,15.66,22.6,15.77,48.41,23.96,64.18,Synthetic data for visualization practice
H_District_08,Haryana,2021,27.27,34.52,18.29,56.42,30.81,46.97,Synthetic data for visualization practice
H_District_09,Haryana,2019,17.2,29.7,19.24,45.55,21.11,58.79,Synthetic data for visualization practice
H_District_09,Haryana,2020,16.63,34.78,14.9,54.7,22.93,56.63,Synthetic data for visualization practice
H_District_09,Haryana,2021,12.2,32.42,17.48,52.33,13.64,60.93,Synthetic data for visualization practice
H_District_10,Haryana,2019,29.94,38.88,21.14,57.76,28.46,41.61,Synthetic data for visualization practice
H_District_10,Haryana,2020,23.05,36.27,13.85,52.93,25.8,51.34,Synthetic data for visualization practice
H_District_10,Haryana,2021,28.73,43.85,21.69,61.35,33.01,39.38,Synthetic data for visualization practice
H_District_11,Haryana,2019,26.43,32.61,14.02,61.64,31.44,49.1,Synthetic data for visualization practice
H_District_11,Haryana,2020,18.33,36.37,16.48,60.56,20.75,53.12,Synthetic data for visualization practice
H_District_11,Haryana,2021,12.42,31.61,9.29,46.8,8.47,64.46,Synthetic data for visualization practice
H_District_12,Haryana,2019,24.14,43.37,14.0,60.32,22.28,45.76,Synthetic data for visualization practice
H_District_12,Haryana,2020,22.49,35.96,16.38,65.05,26.04,49.36,Synthetic data for visualization practice
H_District_12,Haryana,2021,20.24,36.31,17.29,56.73,29.85,51.96,Synthetic data for visualization practice
H_District_13,Haryana,2019,22.04,34.61,10.46,55.92,26.25,53.54,Synthetic data for visualization practice
H_District_13,Haryana,2020,14.58,35.76,14.91,51.33,20.26,58.28,Synthetic data for visualization practice
H_District_13,Haryana,2021,19.43,36.65,12.79,54.6,20.98,54.1,Synthetic data for visualization practice
H_District_14,Haryana,2019,11.14,26.41,12.45,46.73,7.85,67.13,Synthetic data for visualization practice
H_District_14,Haryana,2020,25.07,34.49,17.0,68.27,22.36,47.36,Synthetic data for visualization practice
H_District_14,Haryana,2021,22.1,34.17,19.98,60.11,17.55,50.23,Synthetic data for visualization practice
H_District_15,Haryana,2019,15.26,30.7,16.06,51.85,18.42,59.85,Synthetic data for visualization practice
H_District_15,Haryana,2020,15.41,34.45,16.92,48.68,16.66,58.07,Synthetic data for visualization practice
H_District_15,Haryana,2021,15.95,36.88,16.85,46.11,14.2,56.83,Synthetic data for visualization practice
H_District_16,Haryana,2019,13.65,35.92,9.85,42.78,13.54,61.75,Synthetic data for visualization practice
H_District_16,Haryana,2020,15.7,33.12,15.02,58.09,14.26,57.66,Synthetic data for visualization practice
H_District_16,Haryana,2021,14.81,28.9,15.53,45.01,7.71,62.3,Synthetic data for visualization practice
H_District_17,Haryana,2019,24.85,29.33,16.29,52.72,26.15,52.66,Synthetic data for visualization practice
H_District_17,Haryana,2020,24.75,40.76,14.85,62.72,28.03,45.96,Synthetic data for visualization practice
H_District_17,Haryana,2021,20.78,35.88,17.59,54.21,34.02,52.03,Synthetic data for visualization practice
H_District_18,Haryana,2019,17.59,30.96,14.3,57.01,25.8,57.61,Synthetic data for visualization practice
H_District_18,Haryana,2020,13.09,29.6,15.79,61.95,14.81,60.7,Synthetic data for visualization practice
H_District_18,Haryana,2021,12.7,24.64,15.72,45.56,8.64,65.97,Synthetic data for visualization practice
H_District_19,Haryana,2019,15.45,31.79,15.07,52.01,15.78,59.42,Synthetic data for visualization practice
H_District_19,Haryana,2020,15.01,30.04,16.66,48.22,10.59,60.74,Synthetic data for visualization practice
H_District_19,Haryana,2021,11.68,33.61,13.32,48.59,8.69,62.57,Synthetic data for visualization practice
H_District_20,Haryana,2019,24.0,32.3,17.43,48.32,36.52,52.18,Synthetic data for visualization practice
H_District_20,Haryana,2020,27.1,40.5,18.17,58.81,33.14,43.8,Synthetic data for visualization practice
H_District_20,Haryana,2021,15.81,26.79,15.17,56.31,16.78,60.96,Synthetic data for visualization practice
H_District_21,Haryana,2019,23.5,33.74,14.68,59.64,24.96,50.98,Synthetic data for visualization practice
H_District_21,Haryana,2020,18.62,27.99,12.45,57.28,19.65,58.78,Synthetic data for visualization practice
H_District_21,Haryana,2021,19.75,35.55,13.61,54.92,28.56,54.1,Synthetic data for visualization practice
H_District_22,Haryana,2019,23.74,42.69,14.18,52.5,26.1,47.53,Synthetic data for visualization practice
H_District_22,Haryana,2020,14.7,20.67,13.16,48.83,15.39,66.63,Synthetic data for visualization practice
H_District_22,Haryana,2021,22.32,31.87,17.06,60.12,25.93,52.07,Synthetic data for visualization practice
H_District_23,Haryana,2019,9.47,22.85,10.51,48.53,16.63,70.57,Synthetic data for visualization practice
H_District_23,Haryana,2020,12.87,24.18,13.64,52.49,13.47,65.65,Synthetic data for visualization practice
H_District_23,Haryana,2021,19.63,26.63,13.36,52.72,22.9,59.06,Synthetic data for visualization practice
H_District_24,Haryana,2019,22.62,37.69,13.19,60.1,20.63,50.08,Synthetic data for visualization practice
H_District_24,Haryana,2020,18.11,35.35,14.13,46.72,24.59,56.59,Synthetic data for visualization practice
H_District_24,Haryana,2021,20.46,32.34,15.02,51.71,23.29,55.2,Synthetic data for visualization practice
H_District_25,Haryana,2019,20.56,34.74,12.25,50.9,23.76,54.87,Synthetic data for visualization practice
H_District_25,Haryana,2020,13.42,24.53,13.69,52.58,8.59,65.01,Synthetic data for visualization practice
H_District_25,Haryana,2021,18.94,32.16,18.91,62.88,28.28,53.66,Synthetic data for visualization practice
H_District_26,Haryana,2019,17.15,34.31,13.89,55.95,23.93,56.57,Synthetic data for visualization practice
H_District_26,Haryana,2020,15.91,31.41,14.59,54.81,17.14,58.97,Synthetic data for visualization practice
H_District_26,Haryana,2021,12.6,35.43,19.37,52.43,17.52,58.52,Synthetic data for visualization practice
H_District_27,Haryana,2019,19.45,38.06,11.83,54.02,19.86,53.75,Synthetic data for visualization practice
H_District_27,Haryana,2020,24.25,33.96,12.15,60.87,26.65,50.84,Synthetic data for visualization practice
H_District_27,Haryana,2021,24.98,37.36,15.06,54.01,33.15,48.71,Synthetic data for visualization practice
H_District_28,Haryana,2019,20.69,39.39,12.54,52.69,22.21,52.09,Synthetic data for visualization practice
H_District_28,Haryana,2020,16.64,34.29,13.69,47.85,20.61,58.26,Synthetic data for visualization practice
H_District_28,Haryana,2021,18.49,35.91,15.61,56.32,19.96,54.12,Synthetic data for visualization practice
H_District_29,Haryana,2019,15.58,31.72,13.06,60.58,19.5,58.67,Synthetic data for visualization practice
H_District_29,Haryana,2020,25.52,37.55,16.16,52.28,30.22,48.12,Synthetic data for visualization practice
H_District_29,Haryana,2021,17.92,32.78,15.65,58.26,19.31,55.84,Synthetic data for visualization practice
H_District_30,Haryana,2019,19.78,35.96,13.97,54.32,15.33,53.85,Synthetic data for visualization practice
H_District_30,Haryana,2020,17.76,33.66,20.78,54.49,19.39,54.56,Synthetic data for visualization practice
H_District_30,Haryana,2021,15.55,28.61,16.96,54.12,24.75,60.05,Synthetic data for visualization practice
HP_District_01,Himachal Pradesh,2019,18.86,35.07,19.51,44.28,31.26,54.88,Synthetic data for visualization practice
HP_District_01,Himachal Pradesh,2020,17.97,35.64,14.47,41.93,35.07,57.17,Synthetic data for visualization practice
HP_District_01,Himachal Pradesh,2021,25.61,37.54,17.86,56.59,27.56,46.9,Synthetic data for visualization practice
HP_District_02,Himachal Pradesh,2019,28.26,42.06,12.1,52.8,29.12,44.81,Synthetic data for visualization practice
HP_District_02,Himachal Pradesh,2020,12.31,28.95,14.06,42.85,18.35,65.03,Synthetic data for visualization practice
HP_District_02,Himachal Pradesh,2021,25.15,33.64,15.86,48.6,29.71,51.02,Synthetic data for visualization practice
HP_District_03,Himachal Pradesh,2019,21.09,35.11,15.88,54.39,24.7,52.65,Synthetic data for visualization practice
HP_District_03,Himachal Pradesh,2020,24.66,35.18,16.96,57.1,26.65,49.03,Synthetic data for visualization practice
HP_District_03,Himachal Pradesh,2021,19.63,30.58,15.87,54.9,20.12,56.01,Synthetic data for visualization practice
HP_District_04,Himachal Pradesh,2019,16.67,24.59,15.13,54.0,20.36,61.73,Synthetic data for visualization practice
HP_District_04,Himachal Pradesh,2020,21.14,41.21,14.34,51.36,28.6,50.48,Synthetic data for visualization practice
HP_District_04,Himachal Pradesh,2021,10.43,33.87,16.04,51.79,15.7,62.14,Synthetic data for visualization practice
HP_District_05,Himachal Pradesh,2019,26.11,35.29,20.12,62.27,36.67,46.09,Synthetic data for visualization practice
HP_District_05,Himachal Pradesh,2020,29.41,36.59,15.82,51.88,39.4,45.64,Synthetic data for visualization practice
HP_District_05,Himachal Pradesh,2021,22.55,36.8,15.69,51.69,22.04,51.1,Synthetic data for visualization practice
HP_District_06,Himachal Pradesh,2019,23.62,35.66,13.91,61.69,27.87,49.84,Synthetic data for visualization practice
HP_District_06,Himachal Pradesh,2020,10.9,38.28,8.95,47.88,5.0,62.28,Synthetic data for visualization practice
HP_District_06,Himachal Pradesh,2021,17.01,35.5,15.43,53.82,20.73,55.93,Synthetic data for visualization practice
HP_District_07,Himachal Pradesh,2019,29.24,38.69,17.8,52.45,23.09,44.06,Synthetic data for visualization practice
HP_District_07,Himachal Pradesh,2020,20.98,28.2,9.85,55.8,19.17,57.79,Synthetic data for visualization practice
HP_District_07,Himachal Pradesh,2021,25.04,34.43,11.61,60.54,32.56,50.19,Synthetic data for visualization practice
HP_District_08,Himachal Pradesh,2019,14.53,33.05,16.46,54.36,7.5,58.76,Synthetic data for visualization practice
HP_District_08,Himachal Pradesh,2020,22.07,37.61,10.97,48.84,24.55,52.93,Synthetic data for visualization practice
HP_District_08,Himachal Pradesh,2021,14.76,31.67,14.5,57.18,14.82,59.43,Synthetic data for visualization practice
HP_District_09,Himachal Pradesh,2019,18.74,28.91,14.21,55.79,20.04,57.92,Synthetic data for visualization practice
HP_District_09,Himachal Pradesh,2020,16.98,33.61,12.76,62.68,5.0,56.38,Synthetic data for visualization practice
HP_District_09,Himachal Pradesh,2021,20.44,31.29,19.24,54.76,23.71,54.02,Synthetic data for visualization practice
HP_District_10,Himachal Pradesh,2019,26.37,36.28,19.37,71.83,32.02,44.18,Synthetic data for visualization practice
HP_District_10,Himachal Pradesh,2020,21.55,34.53,18.66,53.01,25.81,51.94,Synthetic data for visualization practice
HP_District_10,Himachal Pradesh,2021,14.29,25.13,12.28,51.01,21.64,64.67,Synthetic data for visualization practice
HP_District_11,Himachal Pradesh,2019,19.78,29.96,18.38,60.49,28.2,54.61,Synthetic data for visualization practice
HP_District_11,Himachal Pradesh,2020,19.23,37.08,12.32,56.46,24.65,53.91,Synthetic data for visualization practice
HP_District_11,Himachal Pradesh,2021,29.81,35.3,18.48,59.03,40.36,44.1,Synthetic data for visualization practice
HP_District_12,Himachal Pradesh,2019,26.88,35.54,15.78,54.66,30.04,47.8,Synthetic data for visualization practice
HP_District_12,Himachal Pradesh,2020,18.56,28.16,19.37,56.4,24.09,56.8,Synthetic data for visualization practice
HP_District_12,Himachal Pradesh,2021,25.68,39.21,15.39,60.05,29.14,46.23,Synthetic data for visualization practice
HP_District_13,Himachal Pradesh,2019,22.71,32.96,12.36,57.49,26.71,53.02,Synthetic data for visualization practice
HP_District_13,Himachal Pradesh,2020,13.54,31.48,15.8,63.44,22.21,59.17,Synthetic data for visualization practice
HP_District_13,Himachal Pradesh,2021,16.88,26.85,14.74,53.98,20.9,60.56,Synthetic data for visualization practice
HP_District_14,Himachal Pradesh,2019,10.87,31.69,10.79,48.89,17.84,64.89,Synthetic data for visualization practice
HP_District_14,Himachal Pradesh,2020,10.24,26.52,12.53,51.06,9.07,67.13,Synthetic data for visualization practice
HP_District_14,Himachal Pradesh,2021,25.22,39.72,19.92,61.24,29.13,44.8,Synthetic data for visualization practice
HP_District_15,Himachal Pradesh,2019,25.99,38.89,12.86,54.69,28.67,47.7,Synthetic data for visualization practice
HP_District_15,Himachal Pradesh,2020,20.17,33.01,17.88,61.68,19.69,52.75,Synthetic data for visualization practice
HP_District_15,Himachal Pradesh,2021,27.12,32.77,17.99,56.59,30.0,48.04,Synthetic data for visualization practice
HP_District_16,Himachal Pradesh,2019,22.26,36.09,20.61,57.36,20.53,49.36,Synthetic data for visualization practice
HP_District_16,Himachal Pradesh,2020,29.35,38.23,14.14,66.63,39.67,43.16,Synthetic data for visualization practice
HP_District_16,Himachal Pradesh,2021,15.52,35.66,16.78,57.75,19.02,56.06,Synthetic data for visualization practice
HP_District_17,Himachal Pradesh,2019,20.69,36.51,19.06,57.29,25.22,50.88,Synthetic data for visualization practice
HP_District_17,Himachal Pradesh,2020,31.36,38.31,19.91,70.92,39.4,39.14,Synthetic data for visualization practice
HP_District_17,Himachal Pradesh,2021,32.32,39.88,17.54,65.89,39.57,39.06,Synthetic data for visualization practice
HP_District_18,Himachal Pradesh,2019,21.25,33.89,14.49,55.0,23.43,53.45,Synthetic data for visualization practice
HP_District_18,Himachal Pradesh,2020,23.89,34.18,16.1,53.2,21.34,50.98,Synthetic data for visualization practice
HP_District_18,Himachal Pradesh,2021,25.08,42.29,16.78,61.17,25.41,44.59,Synthetic data for visualization practice
HP_District_19,Himachal Pradesh,2019,20.83,33.69,15.55,57.8,23.43,53.16,Synthetic data for visualization practice
HP_District_19,Himachal Pradesh,2020,15.99,37.63,20.77,46.37,17.67,55.2,Synthetic data for visualization practice
HP_District_19,Himachal Pradesh,2021,10.13,27.16,14.77,51.54,10.92,66.15,Synthetic data for visualization practice
HP_District_20,Himachal Pradesh,2019,17.3,30.54,14.27,45.32,22.5,59.81,Synthetic data for visualization practice
HP_District_20,Himachal Pradesh,2020,9.5,30.28,12.99,51.23,10.67,65.67,Synthetic data for visualization practice
HP_District_20,Himachal Pradesh,2021,5.81,27.85,4.5,51.9,5.92,72.3,Synthetic data for visualization practice
