Year,Commodity,Food_Group,Supply_Chain_Stage,Loss_Percentage,Dataset_Status
2020,Mango,Fruits,Transport,4.84,Synthetic data for visualization practice
2020,Mango,Fruits,Market,3.53,Synthetic data for visualization practice
2020,Banana,Fruits,Harvest,5.19,Synthetic data for visualization practice
2020,Banana,Fruits,Handling,3.82,Synthetic data for visualization practice
2020,Banana,Fruits,Storage,5.82,Synthetic data for visualization practice
2020,Banana,Fruits,Transport,4.66,Synthetic data for visualization practice
2020,Banana,Fruits,Market,4.04,Synthetic data for visualization practice
2020,Apple,Fruits,Harvest,3.8,Synthetic data for visualization practice
2020,Apple,Fruits,Handling,3.07,Synthetic data for visualization practice
2020,Apple,Fruits,Storage,4.45,Synthetic data for visualization practice
2020,Apple,Fruits,Transport,3.77,Synthetic data for visualization practice
2020,Apple,Fruits,Market,2.59,Synthetic data for visualization practice
2020,Guava,Fruits,Harvest,5.7,Synthetic data for visualization practice
2020,Guava,Fruits,Handling,4.23,Synthetic data for visualization practice
2020,Guava,Fruits,Storage,5.79,Synthetic data for visualization practice
2020,Guava,Fruits,Transport,5.17,Synthetic data for visualization practice
2020,Guava,Fruits,Market,4.09,Synthetic data for visualization practice
2020,Papaya,Fruits,Harvest,4.48,Synthetic data for visualization practice
2020,Papaya,Fruits,Handling,3.73,Synthetic data for visualization practice
2020,Papaya,Fruits,Storage,5.11,Synthetic data for visualization practice
2020,Papaya,Fruits,Transport,4.29,Synthetic data for visualization practice
2020,Papaya,Fruits,Market,2.9,Synthetic data for visualization practice
2020,Orange,Fruits,Harvest,5.78,Synthetic data for visualization practice
2020,Orange,Fruits,Handling,4.56,Synthetic data for visualization practice
2020,Orange,Fruits,Storage,6.85,Synthetic data for visualization practice
2020,Orange,Fruits,Transport,5.83,Synthetic data for visualization practice
2020,Orange,Fruits,Market,4.74,Synthetic data for visualization practice
2020,Tomato,Vegetables,Harvest,5.75,Synthetic data for visualization practice
2020,Tomato,Vegetables,Handling,4.71,Synthetic data for visualization practice
2020,Tomato,Vegetables,Storage,6.74,Synthetic data for visualization practice
2020,Tomato,Vegetables,Transport,5.42,Synthetic data for visualization practice
2020,Tomato,Vegetables,Market,4.27,Synthetic data for visualization practice
2020,Potato,Vegetables,Harvest,4.88,Synthetic data for visualization practice
2020,Potato,Vegetables,Handling,3.74,Synthetic data for visualization practice
2020,Potato,Vegetables,Storage,5.45,Synthetic data for visualization practice
2020,Potato,Vegetables,Transport,4.73,Synthetic data for visualization practice
2020,Potato,Vegetables,Market,3.59,Synthetic data for visualization practice
2020,Onion,Vegetables,Harvest,4.17,Synthetic data for visualization practice
2020,Onion,Vegetables,Handling,3.1,Synthetic data for visualization practice
2020,Onion,Vegetables,Storage,4.72,Synthetic data for visualization practice
2020,Onion,Vegetables,Transport,3.83,Synthetic data for visualization practice
2020,Onion,Vegetables,Market,2.62,Synthetic data for visualization practice
2020,Cauliflower,Vegetables,Harvest,4.16,Synthetic data for visualization practice
2020,Cauliflower,Vegetables,Handling,3.02,Synthetic data for visualization practice
2020,Cauliflower,Vegetables,Storage,4.6,Synthetic data for visualization practice
2020,Cauliflower,Vegetables,Transport,3.75,Synthetic data for visualization practice
2020,Cauliflower,Vegetables,Market,3.16,Synthetic data for visualization practice
2020,Cabbage,Vegetables,Harvest,4.42,Synthetic data for visualization practice
2020,Cabbage,Vegetables,Handling,3.76,Synthetic data for visualization practice
2020,Cabbage,Vegetables,Storage,5.19,Synthetic data for visualization practice
2020,Cabbage,Vegetables,Transport,4.28,Synthetic data for visualization practice
2020,Cabbage,Vegetables,Market,3.4,Synthetic data for visualization practice
2020,Okra,Vegetables,Harvest,4.71,Synthetic data for visualization practice
2020,Okra,Vegetables,Handling,4.1,Synthetic data for visualization practice
2020,Okra,Vegetables,Storage,5.39,Synthetic data for visualization practice
2020,Okra,Vegetables,Transport,4.9,Synthetic data for visualization practice
2020,Okra,Vegetables,Market,3.84,Synthetic data for visualization practice
2020,Groundnut,Oilseeds,Harvest,2.48,Synthetic data for visualization practice
2020,Groundnut,Oilseeds,Handling,1.8,Synthetic data for visualization practice
2020,Groundnut,Oilseeds,Storage,2.35,Synthetic data for visualization practice
2020,Groundnut,Oilseeds,Transport,2.16,Synthetic data for visualization practice
2020,Groundnut,Oilseeds,Market,1.47,Synthetic data for visualization practice
2020,Soybean,Oilseeds,Harvest,3.15,Synthetic data for visualization practice
2020,Soybean,Oilseeds,Handling,2.18,Synthetic data for visualization practice
2020,Soybean,Oilseeds,Storage,3.49,Synthetic data for visualization practice
2020,Soybean,Oilseeds,Transport,2.88,Synthetic data for visualization practice
2020,Soybean,Oilseeds,Market,1.89,Synthetic data for visualization practice
2020,Mustard,Oilseeds,Harvest,2.65,Synthetic data for visualization practice
2020,Mustard,Oilseeds,Handling,2.01,Synthetic data for visualization practice
2020,Mustard,Oilseeds,Storage,2.61,Synthetic data for visualization practice
2020,Mustard,Oilseeds,Transport,2.1,Synthetic data for visualization practice
2020,Mustard,Oilseeds,Market,1.68,Synthetic data for visualization practice
2020,Sunflower,Oilseeds,Harvest,2.73,Synthetic data for visualization practice
2020,Sunflower,Oilseeds,Handling,2.48,Synthetic data for visualization practice
2020,Sunflower,Oilseeds,Storage,3.05,Synthetic data for visualization practice
2020,Sunflower,Oilseeds,Transport,2.72,Synthetic data for visualization practice
2020,Sunflower,Oilseeds,Market,2.2,Synthetic data for visualization practice
2020,Chilli,Spices,Harvest,2.54,Synthetic data for visualization practice
2020,Chilli,Spices,Handling,2.68,Synthetic data for visualization practice
2020,Chilli,Spices,Storage,3.31,Synthetic data for visualization practice
2020,Chilli,Spices,Transport,2.8,Synthetic data for visualization practice
2020,Chilli,Spices,Market,2.15,Synthetic data for visualization practice
2020,Turmeric,Spices,Harvest,3.01,Synthetic data for visualization practice
2020,Turmeric,Spices,Handling,2.8,Synthetic data for visualization practice
2020,Turmeric,Spices,Storage,3.34,Synthetic data for visualization practice
2020,Turmeric,Spices,Transport,3.13,Synthetic data for visualization practice
2020,Turmeric,Spices,Market,2.08,Synthetic data for visualization practice
2020,Coriander,Spices,Harvest,1.88,Synthetic data for visualization practice
2020,Coriander,Spices,Handling,1.83,Synthetic data for visualization practice
2020,Coriander,Spices,Storage,2.79,Synthetic data for visualization practice
2020,Coriander,Spices,Transport,1.98,Synthetic data for visualization practice
2020,Coriander,Spices,Market,1.52,Synthetic data for visualization practice
2021,Rice,Cereals,Harvest,1.28,Synthetic data for visualization practice
2021,Rice,Cereals,Handling,0.67,Synthetic data for visualization practice
2021,Rice,Cereals,Storage,1.28,Synthetic data for visualization practice
2021,Rice,Cereals,Transport,1.3,Synthetic data for visualization practice
2021,Rice,Cereals,Market,1.31,Synthetic data for visualization practice
2021,Wheat,Cereals,Harvest,1.64,Synthetic data for visualization practice
2021,Wheat,Cereals,Handling,1.79,Synthetic data for visualization practice
2021,Wheat,Cereals,Storage,2.09,Synthetic data for visualization practice
2021,Wheat,Cereals,Transport,1.63,Synthetic data for visualization practice
2021,Wheat,Cereals,Market,1.42,Synthetic data for visualization practice
2021,Maize,Cereals,Harvest,1.5,Synthetic data for visualization practice
2021,Maize,Cereals,Handling,1.08,Synthetic data for visualization practice
2021,Maize,Cereals,Storage,1.32,Synthetic data for visualization practice
2021,Maize,Cereals,Transport,0.99,Synthetic data for visualization practice
2021,Maize,Cereals,Market,1.24,Synthetic data for visualization practice
2021,Barley,Cereals,Harvest,1.46,Synthetic data for visualization practice
2021,Barley,Cereals,Handling,1.29,Synthetic data for visualization practice
2021,Barley,Cereals,Storage,2.02,Synthetic data for visualization practice
2021,Barley,Cereals,Transport,1.55,Synthetic data for visualization practice
2021,Barley,Cereals,Market,1.02,Synthetic data for visualization practice
2021,Millet,Cereals,Harvest,2.11,Synthetic data for visualization practice
2021,Millet,Cereals,Handling,2.1,Synthetic data for visualization practice
2021,Millet,Cereals,Storage,2.54,Synthetic data for visualization practice
2021,Millet,Cereals,Transport,2.23,Synthetic data for visualization practice
2021,Millet,Cereals,Market,1.87,Synthetic data for visualization practice
2021,Sorghum,Cereals,Harvest,1.8,Synthetic data for visualization practice
2021,Sorghum,Cereals,Handling,1.46,Synthetic data for visualization practice
2021,Sorghum,Cereals,Storage,1.99,Synthetic data for visualization practice
2021,Sorghum,Cereals,Transport,1.26,Synthetic data for visualization practice
2021,Sorghum,Cereals,Market,1.38,Synthetic data for visualization practice
2021,Chickpea,Pulses,Harvest,2.27,Synthetic data for visualization practice
2021,Chickpea,Pulses,Handling,2.3,Synthetic data for visualization practice
2021,Chickpea,Pulses,Storage,3.01,Synthetic data for visualization practice
2021,Chickpea,Pulses,Transport,2.68,Synthetic data for visualization practice
2021,Chickpea,Pulses,Market,1.75,Synthetic data for visualization practice
2021,Pigeon Pea,Pulses,Harvest,2.03,Synthetic data for visualization practice
2021,Pigeon Pea,Pulses,Handling,1.7,Synthetic data for visualization practice
2021,Pigeon Pea,Pulses,Storage,2.39,Synthetic data for visualization practice
2021,Pigeon Pea,Pulses,Transport,2.23,Synthetic data for visualization practice
2021,Pigeon Pea,Pulses,Market,1.44,Synthetic data for visualization practice
2021,Lentil,Pulses,Harvest,1.89,Synthetic data for visualization practice
2021,Lentil,Pulses,Handling,1.82,Synthetic data for visualization practice
2021,Lentil,Pulses,Storage,2.42,Synthetic data for visualization practice
2021,Lentil,Pulses,Transport,1.81,Synthetic data for visualization practice
2021,Lentil,Pulses,Market,1.51,Synthetic data for visualization practice
2021,Green Gram,Pulses,Harvest,1.51,Synthetic data for visualization practice
2021,Green Gram,Pulses,Handling,1.7,Synthetic data for visualization practice
2021,Green Gram,Pulses,Storage,1.76,Synthetic data for visualization practice
2021,Green Gram,Pulses,Transport,1.41,Synthetic data for visualization practice
2021,Green Gram,Pulses,Market,0.63,Synthetic data for visualization practice
2021,Black Gram,Pulses,Harvest,2.4,Synthetic data for visualization practice
2021,Black Gram,Pulses,Handling,1.8,Synthetic data for visualization practice
2021,Black Gram,Pulses,Storage,3.14,Synthetic data for visualization practice
2021,Black Gram,Pulses,Transport,2.26,Synthetic data for visualization practice
2021,Black Gram,Pulses,Market,2.13,Synthetic data for visualization practice
2021,Mango,Fruits,Harvest,4.15,Synthetic data for visualization practice
2021,Mango,Fruits,Handling,3.29,Synthetic data for visualization practice
2021,Mango,Fruits,Storage,4.69,Synthetic data for visualization practice
2021,Mango,Fruits,Transport,4.29,Synthetic data for visualization practice
2021,Mango,Fruits,Market,2.45,Synthetic data for visualization practice
2021,Banana,Fruits,Harvest,3.9,Synthetic data for visualization practice
2021,Banana,Fruits,Handling,3.24,Synthetic data for visualization practice
2021,Banana,Fruits,Storage,4.75,Synthetic data for visualization practice
2021,Banana,Fruits,Transport,3.89,Synthetic data for visualization practice
2021,Banana,Fruits,Market,2.87,Synthetic data for visualization practice
2021,Apple,Fruits,Harvest,4.19,Synthetic data for visualization practice
2021,Apple,Fruits,Handling,3.19,Synthetic data for visualization practice
2021,Apple,Fruits,Storage,4.69,Synthetic data for visualization practice
2021,Apple,Fruits,Transport,3.73,Synthetic data for visualization practice
2021,Apple,Fruits,Market,2.74,Synthetic data for visualization practice
2021,Guava,Fruits,Harvest,4.65,Synthetic data for visualization practice
2021,Guava,Fruits,Handling,3.7,Synthetic data for visualization practice
2021,Guava,Fruits,Storage,5.61,Synthetic data for visualization practice
2021,Guava,Fruits,Transport,3.71,Synthetic data for visualization practice
2021,Guava,Fruits,Market,3.04,Synthetic data for visualization practice
2021,Papaya,Fruits,Harvest,3.95,Synthetic data for visualization practice
2021,Papaya,Fruits,Handling,3.17,Synthetic data for visualization practice
2021,Papaya,Fruits,Storage,4.21,Synthetic data for visualization practice
2021,Papaya,Fruits,Transport,3.53,Synthetic data for visualization practice
2021,Papaya,Fruits,Market,2.75,Synthetic data for visualization practice
2021,Orange,Fruits,Harvest,6.05,Synthetic data for visualization practice
2021,Orange,Fruits,Handling,4.37,Synthetic data for visualization practice
2021,Orange,Fruits,Storage,6.25,Synthetic data for visualization practice
2021,Orange,Fruits,Transport,4.94,Synthetic data for visualization practice
2021,Orange,Fruits,Market,3.63,Synthetic data for visualization practice
2021,Tomato,Vegetables,Harvest,4.14,Synthetic data for visualization practice
2021,Tomato,Vegetables,Handling,3.49,Synthetic data for visualization practice
2021,Tomato,Vegetables,Storage,4.57,Synthetic data for visualization practice
2021,Tomato,Vegetables,Transport,3.91,Synthetic data for visualization practice
2021,Tomato,Vegetables,Market,3.26,Synthetic data for visualization practice
2021,Potato,Vegetables,Harvest,4.52,Synthetic data for visualization practice
2021,Potato,Vegetables,Handling,3.2,Synthetic data for visualization practice
2021,Potato,Vegetables,Storage,5.22,Synthetic data for visualization practice
2021,Potato,Vegetables,Transport,3.92,Synthetic data for visualization practice
2021,Potato,Vegetables,Market,3.4,Synthetic data for visualization practice
2021,Onion,Vegetables,Harvest,3.34,Synthetic data for visualization practice
2021,Onion,Vegetables,Handling,2.87,Synthetic data for visualization practice
2021,Onion,Vegetables,Storage,4.27,Synthetic data for visualization practice
2021,Onion,Vegetables,Transport,3.6,Synthetic data for visualization practice
2021,Onion,Vegetables,Market,2.67,Synthetic data for visualization practice
2021,Cauliflower,Vegetables,Harvest,5.21,Synthetic data for visualization practice
2021,Cauliflower,Vegetables,Handling,3.9,Synthetic data for visualization practice
2021,Cauliflower,Vegetables,Storage,5.8,Synthetic data for visualization practice
2021,Cauliflower,Vegetables,Transport,5.11,Synthetic data for visualization practice
2021,Cauliflower,Vegetables,Market,4.12,Synthetic data for visualization practice
2021,Cabbage,Vegetables,Harvest,3.98,Synthetic data for visualization practice
2021,Cabbage,Vegetables,Handling,3.74,Synthetic data for visualization practice
2021,Cabbage,Vegetables,Storage,4.51,Synthetic data for visualization practice
2021,Cabbage,Vegetables,Transport,3.6,Synthetic data for visualization practice
2021,Cabbage,Vegetables,Market,2.97,Synthetic data for visualization practice
2021,Okra,Vegetables,Harvest,4.14,Synthetic data for visualization practice
2021,Okra,Vegetables,Handling,3.17,Synthetic data for visualization practice
2021,Okra,Vegetables,Storage,4.55,Synthetic data for visualization practice
2021,Okra,Vegetables,Transport,3.71,Synthetic data for visualization practice
2021,Okra,Vegetables,Market,2.83,Synthetic data for visualization practice
2021,Groundnut,Oilseeds,Harvest,2.27,Synthetic data for visualization practice
2021,Groundnut,Oilseeds,Handling,1.98,Synthetic data for visualization practice
2021,Groundnut,Oilseeds,Storage,2.37,Synthetic data for visualization practice
2021,Groundnut,Oilseeds,Transport,2.0,Synthetic data for visualization practice
2021,Groundnut,Oilseeds,Market,1.43,Synthetic data for visualization practice
2021,Soybean,Oilseeds,Harvest,1.52,Synthetic data for visualization practice
2021,Soybean,Oilseeds,Handling,1.04,Synthetic data for visualization practice
2021,Soybean,Oilseeds,Storage,1.55,Synthetic data for visualization practice
2021,Soybean,Oilseeds,Transport,1.44,Synthetic data for visualization practice
2021,Soybean,Oilseeds,Market,1.7,Synthetic data for visualization practice
2021,Mustard,Oilseeds,Harvest,3.03,Synthetic data for visualization practice
2021,Mustard,Oilseeds,Handling,2.27,Synthetic data for visualization practice
2021,Mustard,Oilseeds,Storage,3.26,Synthetic data for visualization practice
2021,Mustard,Oilseeds,Transport,2.3,Synthetic data for visualization practice
2021,Mustard,Oilseeds,Market,2.11,Synthetic data for visualization practice
2021,Sunflower,Oilseeds,Harvest,2.01,Synthetic data for visualization practice
2021,Sunflower,Oilseeds,Handling,1.86,Synthetic data for visualization practice
2021,Sunflower,Oilseeds,Storage,2.58,Synthetic data for visualization practice
2021,Sunflower,Oilseeds,Transport,1.87,Synthetic data for visualization practice
2021,Sunflower,Oilseeds,Market,1.3,Synthetic data for visualization practice
2021,Chilli,Spices,Harvest,2.89,Synthetic data for visualization practice
2021,Chilli,Spices,Handling,2.37,Synthetic data for visualization practice
2021,Chilli,Spices,Storage,3.05,Synthetic data for visualization practice
2021,Chilli,Spices,Transport,2.68,Synthetic data for visualization practice
2021,Chilli,Spices,Market,2.24,Synthetic data for visualization practice
2021,Turmeric,Spices,Harvest,2.78,Synthetic data for visualization practice
2021,Turmeric,Spices,Handling,2.24,Synthetic data for visualization practice
2021,Turmeric,Spices,Storage,2.47,Synthetic data for visualization practice
2021,Turmeric,Spices,Transport,2.66,Synthetic data for visualization practice
2021,Turmeric,Spices,Market,1.62,Synthetic data for visualization practice
2021,Coriander,Spices,Harvest,2.78,Synthetic data for visualization practice
2021,Coriander,Spices,Handling,2.11,Synthetic data for visualization practice
2021,Coriander,Spices,Storage,2.68,Synthetic data for visualization practice
2021,Coriander,Spices,Transport,2.54,Synthetic data for visualization practice
2021,Coriander,Spices,Market,1.64,Synthetic data for visualization practice
2022,Rice,Cereals,Harvest,1.99,Synthetic data for visualization practice
2022,Rice,Cereals,Handling,1.09,Synthetic data for visualization practice
2022,Rice,Cereals,Storage,1.9,Synthetic data for visualization practice
2022,Rice,Cereals,Transport,1.32,Synthetic data for visualization practice
2022,Rice,Cereals,Market,1.02,Synthetic data for visualization practice
2022,Wheat,Cereals,Harvest,1.5,Synthetic data for visualization practice
2022,Wheat,Cereals,Handling,1.65,Synthetic data for visualization practice
2022,Wheat,Cereals,Storage,1.6,Synthetic data for visualization practice
2022,Wheat,Cereals,Transport,1.66,Synthetic data for visualization practice
2022,Wheat,Cereals,Market,1.14,Synthetic data for visualization practice
2022,Maize,Cereals,Harvest,1.29,Synthetic data for visualization practice
2022,Maize,Cereals,Handling,1.11,Synthetic data for visualization practice
2022,Maize,Cereals,Storage,1.56,Synthetic data for visualization practice
2022,Maize,Cereals,Transport,1.1,Synthetic data for visualization practice
2022,Maize,Cereals,Market,1.19,Synthetic data for visualization practice
2022,Barley,Cereals,Harvest,1.89,Synthetic data for visualization practice
2022,Barley,Cereals,Handling,1.77,Synthetic data for visualization practice
2022,Barley,Cereals,Storage,2.33,Synthetic data for visualization practice
2022,Barley,Cereals,Transport,1.53,Synthetic data for visualization practice
2022,Barley,Cereals,Market,1.37,Synthetic data for visualization practice
2022,Millet,Cereals,Harvest,1.73,Synthetic data for visualization practice
2022,Millet,Cereals,Handling,1.23,Synthetic data for visualization practice
2022,Millet,Cereals,Storage,2.36,Synthetic data for visualization practice
2022,Millet,Cereals,Transport,1.7,Synthetic data for visualization practice
2022,Millet,Cereals,Market,1.21,Synthetic data for visualization practice
2022,Sorghum,Cereals,Harvest,1.32,Synthetic data for visualization practice
2022,Sorghum,Cereals,Handling,0.99,Synthetic data for visualization practice
2022,Sorghum,Cereals,Storage,2.31,Synthetic data for visualization practice
2022,Sorghum,Cereals,Transport,1.76,Synthetic data for visualization practice
2022,Sorghum,Cereals,Market,1.43,Synthetic data for visualization practice
2022,Chickpea,Pulses,Harvest,1.87,Synthetic data for visualization practice
2022,Chickpea,Pulses,Handling,2.0,Synthetic data for visualization practice
2022,Chickpea,Pulses,Storage,2.33,Synthetic data for visualization practice
2022,Chickpea,Pulses,Transport,1.79,Synthetic data for visualization practice
2022,Chickpea,Pulses,Market,1.27,Synthetic data for visualization practice
2022,Pigeon Pea,Pulses,Harvest,1.84,Synthetic data for visualization practice
2022,Pigeon Pea,Pulses,Handling,1.96,Synthetic data for visualization practice
2022,Pigeon Pea,Pulses,Storage,2.9,Synthetic data for visualization practice
2022,Pigeon Pea,Pulses,Transport,1.82,Synthetic data for visualization practice
2022,Pigeon Pea,Pulses,Market,1.57,Synthetic data for visualization practice
2022,Lentil,Pulses,Harvest,1.48,Synthetic data for visualization practice
2022,Lentil,Pulses,Handling,1.39,Synthetic data for visualization practice
2022,Lentil,Pulses,Storage,1.43,Synthetic data for visualization practice
2022,Lentil,Pulses,Transport,1.76,Synthetic data for visualization practice
2022,Lentil,Pulses,Market,1.45,Synthetic data for visualization practice
2022,Green Gram,Pulses,Harvest,1.52,Synthetic data for visualization practice
2022,Green Gram,Pulses,Handling,1.46,Synthetic data for visualization practice
2022,Green Gram,Pulses,Storage,2.73,Synthetic data for visualization practice
2022,Green Gram,Pulses,Transport,1.3,Synthetic data for visualization practice
2022,Green Gram,Pulses,Market,1.48,Synthetic data for visualization practice
2022,Black Gram,Pulses,Harvest,1.84,Synthetic data for visualization practice
2022,Black Gram,Pulses,Handling,1.14,Synthetic data for visualization practice
2022,Black Gram,Pulses,Storage,1.96,Synthetic data for visualization practice
2022,Black Gram,Pulses,Transport,1.67,Synthetic data for visualization practice
2022,Black Gram,Pulses,Market,1.66,Synthetic data for visualization practice
2022,Mango,Fruits,Harvest,3.58,Synthetic data for visualization practice
2022,Mango,Fruits,Handling,2.42,Synthetic data for visualization practice
2022,Mango,Fruits,Storage,4.25,Synthetic data for visualization practice
2022,Mango,Fruits,Transport,3.06,Synthetic data for visualization practice
2022,Mango,Fruits,Market,2.41,Synthetic data for visualization practice
2022,Banana,Fruits,Harvest,3.98,Synthetic data for visualization practice
2022,Banana,Fruits,Handling,3.55,Synthetic data for visualization practice
2022,Banana,Fruits,Storage,5.19,Synthetic data for visualization practice
2022,Banana,Fruits,Transport,4.15,Synthetic data for visualization practice
2022,Banana,Fruits,Market,2.81,Synthetic data for visualization practice
2022,Apple,Fruits,Harvest,3.96,Synthetic data for visualization practice
2022,Apple,Fruits,Handling,2.55,Synthetic data for visualization practice
2022,Apple,Fruits,Storage,4.01,Synthetic data for visualization practice
2022,Apple,Fruits,Transport,3.74,Synthetic data for visualization practice
2022,Apple,Fruits,Market,2.84,Synthetic data for visualization practice
2022,Guava,Fruits,Harvest,5.92,Synthetic data for visualization practice
2022,Guava,Fruits,Handling,4.48,Synthetic data for visualization practice
2022,Guava,Fruits,Storage,6.35,Synthetic data for visualization practice
2022,Guava,Fruits,Transport,5.77,Synthetic data for visualization practice
2022,Guava,Fruits,Market,3.95,Synthetic data for visualization practice
2022,Papaya,Fruits,Harvest,4.61,Synthetic data for visualization practice
2022,Papaya,Fruits,Handling,3.71,Synthetic data for visualization practice
2022,Papaya,Fruits,Storage,4.97,Synthetic data for visualization practice
2022,Papaya,Fruits,Transport,3.94,Synthetic data for visualization practice
2022,Papaya,Fruits,Market,3.88,Synthetic data for visualization practice
2022,Orange,Fruits,Harvest,3.34,Synthetic data for visualization practice
2022,Orange,Fruits,Handling,3.05,Synthetic data for visualization practice
2022,Orange,Fruits,Storage,3.97,Synthetic data for visualization practice
2022,Orange,Fruits,Transport,3.23,Synthetic data for visualization practice
2022,Orange,Fruits,Market,2.73,Synthetic data for visualization practice
2022,Tomato,Vegetables,Harvest,5.94,Synthetic data for visualization practice
2022,Tomato,Vegetables,Handling,5.16,Synthetic data for visualization practice
2022,Tomato,Vegetables,Storage,6.75,Synthetic data for visualization practice
2022,Tomato,Vegetables,Transport,5.37,Synthetic data for visualization practice
2022,Tomato,Vegetables,Market,4.16,Synthetic data for visualization practice
2022,Potato,Vegetables,Harvest,5.07,Synthetic data for visualization practice
2022,Potato,Vegetables,Handling,4.01,Synthetic data for visualization practice
2022,Potato,Vegetables,Storage,6.05,Synthetic data for visualization practice
2022,Potato,Vegetables,Transport,4.36,Synthetic data for visualization practice
2022,Potato,Vegetables,Market,3.98,Synthetic data for visualization practice
2022,Onion,Vegetables,Harvest,4.22,Synthetic data for visualization practice
2022,Onion,Vegetables,Handling,3.02,Synthetic data for visualization practice
2022,Onion,Vegetables,Storage,5.01,Synthetic data for visualization practice
2022,Onion,Vegetables,Transport,4.16,Synthetic data for visualization practice
2022,Onion,Vegetables,Market,3.27,Synthetic data for visualization practice
2022,Cauliflower,Vegetables,Harvest,6.04,Synthetic data for visualization practice
2022,Cauliflower,Vegetables,Handling,4.77,Synthetic data for visualization practice
2022,Cauliflower,Vegetables,Storage,6.21,Synthetic data for visualization practice
2022,Cauliflower,Vegetables,Transport,5.44,Synthetic data for visualization practice
2022,Cauliflower,Vegetables,Market,4.37,Synthetic data for visualization practice
2022,Cabbage,Vegetables,Harvest,5.12,Synthetic data for visualization practice
2022,Cabbage,Vegetables,Handling,4.13,Synthetic data for visualization practice
2022,Cabbage,Vegetables,Storage,6.12,Synthetic data for visualization practice
2022,Cabbage,Vegetables,Transport,5.04,Synthetic data for visualization practice
2022,Cabbage,Vegetables,Market,3.01,Synthetic data for visualization practice
2022,Okra,Vegetables,Harvest,4.8,Synthetic data for visualization practice
2022,Okra,Vegetables,Handling,3.43,Synthetic data for visualization practice
2022,Okra,Vegetables,Storage,5.51,Synthetic data for visualization practice
2022,Okra,Vegetables,Transport,4.83,Synthetic data for visualization practice
2022,Okra,Vegetables,Market,3.28,Synthetic data for visualization practice
2022,Groundnut,Oilseeds,Harvest,2.46,Synthetic data for visualization practice
2022,Groundnut,Oilseeds,Handling,1.98,Synthetic data for visualization practice
2022,Groundnut,Oilseeds,Storage,3.42,Synthetic data for visualization practice
2022,Groundnut,Oilseeds,Transport,2.38,Synthetic data for visualization practice
2022,Groundnut,Oilseeds,Market,2.09,Synthetic data for visualization practice
2022,Soybean,Oilseeds,Harvest,2.44,Synthetic data for visualization practice
2022,Soybean,Oilseeds,Handling,1.73,Synthetic data for visualization practice
2022,Soybean,Oilseeds,Storage,2.19,Synthetic data for visualization practice
2022,Soybean,Oilseeds,Transport,1.98,Synthetic data for visualization practice
2022,Soybean,Oilseeds,Market,1.09,Synthetic data for visualization practice
2022,Mustard,Oilseeds,Harvest,1.93,Synthetic data for visualization practice
2022,Mustard,Oilseeds,Handling,1.56,Synthetic data for visualization practice
2022,Mustard,Oilseeds,Storage,2.15,Synthetic data for visualization practice
2022,Mustard,Oilseeds,Transport,1.73,Synthetic data for visualization practice
2022,Mustard,Oilseeds,Market,1.65,Synthetic data for visualization practice
2022,Sunflower,Oilseeds,Harvest,3.02,Synthetic data for visualization practice
2022,Sunflower,Oilseeds,Handling,2.28,Synthetic data for visualization practice
2022,Sunflower,Oilseeds,Storage,3.37,Synthetic data for visualization practice
2022,Sunflower,Oilseeds,Transport,2.56,Synthetic data for visualization practice
2022,Sunflower,Oilseeds,Market,2.65,Synthetic data for visualization practice
2022,Chilli,Spices,Harvest,3.69,Synthetic data for visualization practice
2022,Chilli,Spices,Handling,3.04,Synthetic data for visualization practice
2022,Chilli,Spices,Storage,3.61,Synthetic data for visualization practice
2022,Chilli,Spices,Transport,3.7,Synthetic data for visualization practice
2022,Chilli,Spices,Market,2.72,Synthetic data for visualization practice
2022,Turmeric,Spices,Harvest,3.5,Synthetic data for visualization practice
2022,Turmeric,Spices,Handling,2.74,Synthetic data for visualization practice
2022,Turmeric,Spices,Storage,3.91,Synthetic data for visualization practice
2022,Turmeric,Spices,Transport,3.36,Synthetic data for visualization practice
2022,Turmeric,Spices,Market,2.91,Synthetic data for visualization practice
2022,Coriander,Spices,Harvest,2.82,Synthetic data for visualization practice
2022,Coriander,Spices,Handling,2.65,Synthetic data for visualization practice
2022,Coriander,Spices,Storage,3.69,Synthetic data for visualization practice
2022,Coriander,Spices,Transport,3.01,Synthetic data for visualization practice
2022,Coriander,Spices,Market,2.43,Synthetic data for visualization practice
2023,Rice,Cereals,Harvest,1.77,Synthetic data for visualization practice
2023,Rice,Cereals,Handling,1.39,Synthetic data for visualization practice
2023,Rice,Cereals,Storage,1.86,Synthetic data for visualization practice
2023,Rice,Cereals,Transport,1.93,Synthetic data for visualization practice
2023,Rice,Cereals,Market,1.45,Synthetic data for visualization practice
2023,Wheat,Cereals,Harvest,0.83,Synthetic data for visualization practice
2023,Wheat,Cereals,Handling,0.94,Synthetic data for visualization practice
2023,Wheat,Cereals,Storage,2.06,Synthetic data for visualization practice
2023,Wheat,Cereals,Transport,1.3,Synthetic data for visualization practice
2023,Wheat,Cereals,Market,1.24,Synthetic data for visualization practice
2023,Maize,Cereals,Harvest,2.06,Synthetic data for visualization practice
2023,Maize,Cereals,Handling,1.33,Synthetic data for visualization practice
2023,Maize,Cereals,Storage,2.0,Synthetic data for visualization practice
