State,Year,Measure,Value,Dataset_Status
Madhya Pradesh,2019,Foodgrain_Allocation_Lakh_Tonnes,10.03,Synthetic data for visualization practice
Madhya Pradesh,2019,Foodgrain_Distribution_Lakh_Tonnes,8.49,Synthetic data for visualization practice
Madhya Pradesh,2019,Coverage_Percent,69.25,Synthetic data for visualization practice
Madhya Pradesh,2019,Utilization_Percent,84.65,Synthetic data for visualization practice
Maharashtra,2019,Beneficiaries_Lakh,37.67,Synthetic data for visualization practice
Maharashtra,2019,Foodgrain_Allocation_Lakh_Tonnes,22.21,Synthetic data for visualization practice
Maharashtra,2019,Foodgrain_Distribution_Lakh_Tonnes,18.48,Synthetic data for visualization practice
Maharashtra,2019,Coverage_Percent,78.77,Synthetic data for visualization practice
Maharashtra,2019,Utilization_Percent,83.2,Synthetic data for visualization practice
Manipur,2019,Beneficiaries_Lakh,39.04,Synthetic data for visualization practice
Manipur,2019,Foodgrain_Allocation_Lakh_Tonnes,20.15,Synthetic data for visualization practice
Manipur,2019,Foodgrain_Distribution_Lakh_Tonnes,16.43,Synthetic data for visualization practice
Manipur,2019,Coverage_Percent,76.46,Synthetic data for visualization practice
Manipur,2019,Utilization_Percent,81.56,Synthetic data for visualization practice
Meghalaya,2019,Beneficiaries_Lakh,13.08,Synthetic data for visualization practice
Meghalaya,2019,Foodgrain_Allocation_Lakh_Tonnes,5.78,Synthetic data for visualization practice
Meghalaya,2019,Foodgrain_Distribution_Lakh_Tonnes,5.3,Synthetic data for visualization practice
Meghalaya,2019,Coverage_Percent,88.69,Synthetic data for visualization practice
Meghalaya,2019,Utilization_Percent,91.58,Synthetic data for visualization practice
Mizoram,2019,Beneficiaries_Lakh,40.44,Synthetic data for visualization practice
Mizoram,2019,Foodgrain_Allocation_Lakh_Tonnes,23.17,Synthetic data for visualization practice
Mizoram,2019,Foodgrain_Distribution_Lakh_Tonnes,20.12,Synthetic data for visualization practice
Mizoram,2019,Coverage_Percent,80.31,Synthetic data for visualization practice
Mizoram,2019,Utilization_Percent,86.83,Synthetic data for visualization practice
Nagaland,2019,Beneficiaries_Lakh,17.88,Synthetic data for visualization practice
Nagaland,2019,Foodgrain_Allocation_Lakh_Tonnes,9.51,Synthetic data for visualization practice
Nagaland,2019,Foodgrain_Distribution_Lakh_Tonnes,8.87,Synthetic data for visualization practice
Nagaland,2019,Coverage_Percent,91.35,Synthetic data for visualization practice
Nagaland,2019,Utilization_Percent,93.18,Synthetic data for visualization practice
Odisha,2019,Beneficiaries_Lakh,27.46,Synthetic data for visualization practice
Odisha,2019,Foodgrain_Allocation_Lakh_Tonnes,16.1,Synthetic data for visualization practice
Odisha,2019,Foodgrain_Distribution_Lakh_Tonnes,14.54,Synthetic data for visualization practice
Odisha,2019,Coverage_Percent,98.0,Synthetic data for visualization practice
Odisha,2019,Utilization_Percent,90.33,Synthetic data for visualization practice
Punjab,2019,Beneficiaries_Lakh,9.93,Synthetic data for visualization practice
Punjab,2019,Foodgrain_Allocation_Lakh_Tonnes,4.76,Synthetic data for visualization practice
Punjab,2019,Foodgrain_Distribution_Lakh_Tonnes,4.16,Synthetic data for visualization practice
Punjab,2019,Coverage_Percent,80.19,Synthetic data for visualization practice
Punjab,2019,Utilization_Percent,87.5,Synthetic data for visualization practice
Rajasthan,2019,Beneficiaries_Lakh,4.28,Synthetic data for visualization practice
Rajasthan,2019,Foodgrain_Allocation_Lakh_Tonnes,1.94,Synthetic data for visualization practice
Rajasthan,2019,Foodgrain_Distribution_Lakh_Tonnes,1.74,Synthetic data for visualization practice
Rajasthan,2019,Coverage_Percent,78.76,Synthetic data for visualization practice
Rajasthan,2019,Utilization_Percent,89.54,Synthetic data for visualization practice
Sikkim,2019,Beneficiaries_Lakh,12.52,Synthetic data for visualization practice
Sikkim,2019,Foodgrain_Allocation_Lakh_Tonnes,7.76,Synthetic data for visualization practice
Sikkim,2019,Foodgrain_Distribution_Lakh_Tonnes,6.62,Synthetic data for visualization practice
Sikkim,2019,Coverage_Percent,88.77,Synthetic data for visualization practice
Sikkim,2019,Utilization_Percent,85.29,Synthetic data for visualization practice
Tamil Nadu,2019,Beneficiaries_Lakh,37.48,Synthetic data for visualization practice
Tamil Nadu,2019,Foodgrain_Allocation_Lakh_Tonnes,19.64,Synthetic data for visualization practice
Tamil Nadu,2019,Foodgrain_Distribution_Lakh_Tonnes,16.51,Synthetic data for visualization practice
Tamil Nadu,2019,Coverage_Percent,75.22,Synthetic data for visualization practice
Tamil Nadu,2019,Utilization_Percent,84.06,Synthetic data for visualization practice
Telangana,2019,Beneficiaries_Lakh,27.36,Synthetic data for visualization practice
Telangana,2019,Foodgrain_Allocation_Lakh_Tonnes,14.03,Synthetic data for visualization practice
Telangana,2019,Foodgrain_Distribution_Lakh_Tonnes,13.31,Synthetic data for visualization practice
Telangana,2019,Coverage_Percent,79.12,Synthetic data for visualization practice
Telangana,2019,Utilization_Percent,94.92,Synthetic data for visualization practice
Tripura,2019,Beneficiaries_Lakh,23.49,Synthetic data for visualization practice
Tripura,2019,Foodgrain_Allocation_Lakh_Tonnes,14.29,Synthetic data for visualization practice
Tripura,2019,Foodgrain_Distribution_Lakh_Tonnes,12.44,Synthetic data for visualization practice
Tripura,2019,Coverage_Percent,86.11,Synthetic data for visualization practice
Tripura,2019,Utilization_Percent,87.07,Synthetic data for visualization practice
Uttar Pradesh,2019,Beneficiaries_Lakh,36.13,Synthetic data for visualization practice
Uttar Pradesh,2019,Foodgrain_Allocation_Lakh_Tonnes,18.91,Synthetic data for visualization practice
Uttar Pradesh,2019,Foodgrain_Distribution_Lakh_Tonnes,18.53,Synthetic data for visualization practice
Uttar Pradesh,2019,Coverage_Percent,69.16,Synthetic data for visualization practice
Uttar Pradesh,2019,Utilization_Percent,98.0,Synthetic data for visualization practice
Uttarakhand,2019,Beneficiaries_Lakh,11.95,Synthetic data for visualization practice
Uttarakhand,2019,Foodgrain_Allocation_Lakh_Tonnes,5.77,Synthetic data for visualization practice
Uttarakhand,2019,Foodgrain_Distribution_Lakh_Tonnes,5.0,Synthetic data for visualization practice
Uttarakhand,2019,Coverage_Percent,86.67,Synthetic data for visualization practice
Uttarakhand,2019,Utilization_Percent,86.61,Synthetic data for visualization practice
West Bengal,2019,Beneficiaries_Lakh,10.27,Synthetic data for visualization practice
West Bengal,2019,Foodgrain_Allocation_Lakh_Tonnes,5.27,Synthetic data for visualization practice
West Bengal,2019,Foodgrain_Distribution_Lakh_Tonnes,4.97,Synthetic data for visualization practice
West Bengal,2019,Coverage_Percent,87.71,Synthetic data for visualization practice
West Bengal,2019,Utilization_Percent,94.34,Synthetic data for visualization practice
Delhi,2019,Beneficiaries_Lakh,44.04,Synthetic data for visualization practice
Delhi,2019,Foodgrain_Allocation_Lakh_Tonnes,20.13,Synthetic data for visualization practice
Delhi,2019,Foodgrain_Distribution_Lakh_Tonnes,16.89,Synthetic data for visualization practice
Delhi,2019,Coverage_Percent,71.01,Synthetic data for visualization practice
Delhi,2019,Utilization_Percent,83.92,Synthetic data for visualization practice
Jammu and Kashmir,2019,Beneficiaries_Lakh,32.86,Synthetic data for visualization practice
Jammu and Kashmir,2019,Foodgrain_Allocation_Lakh_Tonnes,15.73,Synthetic data for visualization practice
Jammu and Kashmir,2019,Foodgrain_Distribution_Lakh_Tonnes,12.92,Synthetic data for visualization practice
Jammu and Kashmir,2019,Coverage_Percent,89.32,Synthetic data for visualization practice
Jammu and Kashmir,2019,Utilization_Percent,82.09,Synthetic data for visualization practice
Andhra Pradesh,2020,Beneficiaries_Lakh,36.01,Synthetic data for visualization practice
Andhra Pradesh,2020,Foodgrain_Allocation_Lakh_Tonnes,15.37,Synthetic data for visualization practice
Andhra Pradesh,2020,Foodgrain_Distribution_Lakh_Tonnes,12.7,Synthetic data for visualization practice
Andhra Pradesh,2020,Coverage_Percent,85.21,Synthetic data for visualization practice
Andhra Pradesh,2020,Utilization_Percent,82.67,Synthetic data for visualization practice
Arunachal Pradesh,2020,Beneficiaries_Lakh,15.35,Synthetic data for visualization practice
Arunachal Pradesh,2020,Foodgrain_Allocation_Lakh_Tonnes,7.48,Synthetic data for visualization practice
Arunachal Pradesh,2020,Foodgrain_Distribution_Lakh_Tonnes,6.62,Synthetic data for visualization practice
Arunachal Pradesh,2020,Coverage_Percent,74.99,Synthetic data for visualization practice
Arunachal Pradesh,2020,Utilization_Percent,88.5,Synthetic data for visualization practice
Assam,2020,Beneficiaries_Lakh,26.59,Synthetic data for visualization practice
Assam,2020,Foodgrain_Allocation_Lakh_Tonnes,13.64,Synthetic data for visualization practice
Assam,2020,Foodgrain_Distribution_Lakh_Tonnes,10.55,Synthetic data for visualization practice
Assam,2020,Coverage_Percent,82.94,Synthetic data for visualization practice
Assam,2020,Utilization_Percent,77.38,Synthetic data for visualization practice
Bihar,2020,Beneficiaries_Lakh,16.14,Synthetic data for visualization practice
Bihar,2020,Foodgrain_Allocation_Lakh_Tonnes,9.58,Synthetic data for visualization practice
Bihar,2020,Foodgrain_Distribution_Lakh_Tonnes,8.01,Synthetic data for visualization practice
Bihar,2020,Coverage_Percent,80.89,Synthetic data for visualization practice
Bihar,2020,Utilization_Percent,83.55,Synthetic data for visualization practice
Chhattisgarh,2020,Beneficiaries_Lakh,3.21,Synthetic data for visualization practice
Chhattisgarh,2020,Foodgrain_Allocation_Lakh_Tonnes,1.95,Synthetic data for visualization practice
Chhattisgarh,2020,Foodgrain_Distribution_Lakh_Tonnes,1.59,Synthetic data for visualization practice
Chhattisgarh,2020,Coverage_Percent,81.22,Synthetic data for visualization practice
Chhattisgarh,2020,Utilization_Percent,81.52,Synthetic data for visualization practice
Goa,2020,Beneficiaries_Lakh,23.71,Synthetic data for visualization practice
Goa,2020,Foodgrain_Allocation_Lakh_Tonnes,12.61,Synthetic data for visualization practice
Goa,2020,Foodgrain_Distribution_Lakh_Tonnes,11.75,Synthetic data for visualization practice
Goa,2020,Coverage_Percent,87.11,Synthetic data for visualization practice
Goa,2020,Utilization_Percent,93.15,Synthetic data for visualization practice
Gujarat,2020,Beneficiaries_Lakh,43.57,Synthetic data for visualization practice
Gujarat,2020,Foodgrain_Allocation_Lakh_Tonnes,19.19,Synthetic data for visualization practice
Gujarat,2020,Foodgrain_Distribution_Lakh_Tonnes,17.41,Synthetic data for visualization practice
Gujarat,2020,Coverage_Percent,83.93,Synthetic data for visualization practice
Gujarat,2020,Utilization_Percent,90.73,Synthetic data for visualization practice
Haryana,2020,Beneficiaries_Lakh,17.99,Synthetic data for visualization practice
Haryana,2020,Foodgrain_Allocation_Lakh_Tonnes,8.61,Synthetic data for visualization practice
Haryana,2020,Foodgrain_Distribution_Lakh_Tonnes,7.97,Synthetic data for visualization practice
Haryana,2020,Coverage_Percent,78.13,Synthetic data for visualization practice
Haryana,2020,Utilization_Percent,92.59,Synthetic data for visualization practice
Himachal Pradesh,2020,Beneficiaries_Lakh,16.9,Synthetic data for visualization practice
Himachal Pradesh,2020,Foodgrain_Allocation_Lakh_Tonnes,8.12,Synthetic data for visualization practice
Himachal Pradesh,2020,Foodgrain_Distribution_Lakh_Tonnes,7.55,Synthetic data for visualization practice
Himachal Pradesh,2020,Coverage_Percent,76.99,Synthetic data for visualization practice
Himachal Pradesh,2020,Utilization_Percent,93.05,Synthetic data for visualization practice
Jharkhand,2020,Beneficiaries_Lakh,6.96,Synthetic data for visualization practice
Jharkhand,2020,Foodgrain_Allocation_Lakh_Tonnes,3.94,Synthetic data for visualization practice
Jharkhand,2020,Foodgrain_Distribution_Lakh_Tonnes,3.43,Synthetic data for visualization practice
Jharkhand,2020,Coverage_Percent,94.2,Synthetic data for visualization practice
Jharkhand,2020,Utilization_Percent,87.14,Synthetic data for visualization practice
Karnataka,2020,Beneficiaries_Lakh,22.24,Synthetic data for visualization practice
Karnataka,2020,Foodgrain_Allocation_Lakh_Tonnes,10.16,Synthetic data for visualization practice
Karnataka,2020,Foodgrain_Distribution_Lakh_Tonnes,8.57,Synthetic data for visualization practice
Karnataka,2020,Coverage_Percent,79.39,Synthetic data for visualization practice
Karnataka,2020,Utilization_Percent,84.39,Synthetic data for visualization practice
Kerala,2020,Beneficiaries_Lakh,27.86,Synthetic data for visualization practice
Kerala,2020,Foodgrain_Allocation_Lakh_Tonnes,14.63,Synthetic data for visualization practice
Kerala,2020,Foodgrain_Distribution_Lakh_Tonnes,13.81,Synthetic data for visualization practice
Kerala,2020,Coverage_Percent,85.66,Synthetic data for visualization practice
Kerala,2020,Utilization_Percent,94.38,Synthetic data for visualization practice
Madhya Pradesh,2020,Beneficiaries_Lakh,16.68,Synthetic data for visualization practice
Madhya Pradesh,2020,Foodgrain_Allocation_Lakh_Tonnes,8.05,Synthetic data for visualization practice
Madhya Pradesh,2020,Foodgrain_Distribution_Lakh_Tonnes,7.39,Synthetic data for visualization practice
Madhya Pradesh,2020,Coverage_Percent,78.11,Synthetic data for visualization practice
Madhya Pradesh,2020,Utilization_Percent,91.86,Synthetic data for visualization practice
Maharashtra,2020,Beneficiaries_Lakh,5.18,Synthetic data for visualization practice
Maharashtra,2020,Foodgrain_Allocation_Lakh_Tonnes,2.91,Synthetic data for visualization practice
Maharashtra,2020,Foodgrain_Distribution_Lakh_Tonnes,2.44,Synthetic data for visualization practice
Maharashtra,2020,Coverage_Percent,74.86,Synthetic data for visualization practice
Maharashtra,2020,Utilization_Percent,83.79,Synthetic data for visualization practice
Manipur,2020,Beneficiaries_Lakh,31.17,Synthetic data for visualization practice
Manipur,2020,Foodgrain_Allocation_Lakh_Tonnes,14.61,Synthetic data for visualization practice
Manipur,2020,Foodgrain_Distribution_Lakh_Tonnes,13.22,Synthetic data for visualization practice
Manipur,2020,Coverage_Percent,91.01,Synthetic data for visualization practice
Manipur,2020,Utilization_Percent,90.47,Synthetic data for visualization practice
Meghalaya,2020,Beneficiaries_Lakh,37.71,Synthetic data for visualization practice
Meghalaya,2020,Foodgrain_Allocation_Lakh_Tonnes,16.25,Synthetic data for visualization practice
Meghalaya,2020,Foodgrain_Distribution_Lakh_Tonnes,14.54,Synthetic data for visualization practice
Meghalaya,2020,Coverage_Percent,80.93,Synthetic data for visualization practice
Meghalaya,2020,Utilization_Percent,89.5,Synthetic data for visualization practice
Mizoram,2020,Beneficiaries_Lakh,16.55,Synthetic data for visualization practice
Mizoram,2020,Foodgrain_Allocation_Lakh_Tonnes,8.96,Synthetic data for visualization practice
Mizoram,2020,Foodgrain_Distribution_Lakh_Tonnes,7.38,Synthetic data for visualization practice
Mizoram,2020,Coverage_Percent,83.55,Synthetic data for visualization practice
Mizoram,2020,Utilization_Percent,82.34,Synthetic data for visualization practice
Nagaland,2020,Beneficiaries_Lakh,13.45,Synthetic data for visualization practice
Nagaland,2020,Foodgrain_Allocation_Lakh_Tonnes,7.5,Synthetic data for visualization practice
Nagaland,2020,Foodgrain_Distribution_Lakh_Tonnes,6.96,Synthetic data for visualization practice
Nagaland,2020,Coverage_Percent,91.79,Synthetic data for visualization practice
Nagaland,2020,Utilization_Percent,92.87,Synthetic data for visualization practice
Odisha,2020,Beneficiaries_Lakh,19.37,Synthetic data for visualization practice
Odisha,2020,Foodgrain_Allocation_Lakh_Tonnes,9.3,Synthetic data for visualization practice
Odisha,2020,Foodgrain_Distribution_Lakh_Tonnes,7.38,Synthetic data for visualization practice
Odisha,2020,Coverage_Percent,91.38,Synthetic data for visualization practice
Odisha,2020,Utilization_Percent,79.33,Synthetic data for visualization practice
Punjab,2020,Beneficiaries_Lakh,7.16,Synthetic data for visualization practice
Punjab,2020,Foodgrain_Allocation_Lakh_Tonnes,3.08,Synthetic data for visualization practice
Punjab,2020,Foodgrain_Distribution_Lakh_Tonnes,2.52,Synthetic data for visualization practice
Punjab,2020,Coverage_Percent,75.54,Synthetic data for visualization practice
Punjab,2020,Utilization_Percent,81.77,Synthetic data for visualization practice
Rajasthan,2020,Beneficiaries_Lakh,12.43,Synthetic data for visualization practice
Rajasthan,2020,Foodgrain_Allocation_Lakh_Tonnes,7.25,Synthetic data for visualization practice
Rajasthan,2020,Foodgrain_Distribution_Lakh_Tonnes,6.34,Synthetic data for visualization practice
Rajasthan,2020,Coverage_Percent,89.6,Synthetic data for visualization practice
Rajasthan,2020,Utilization_Percent,87.37,Synthetic data for visualization practice
Sikkim,2020,Beneficiaries_Lakh,16.37,Synthetic data for visualization practice
Sikkim,2020,Foodgrain_Allocation_Lakh_Tonnes,8.5,Synthetic data for visualization practice
Sikkim,2020,Foodgrain_Distribution_Lakh_Tonnes,7.89,Synthetic data for visualization practice
Sikkim,2020,Coverage_Percent,80.93,Synthetic data for visualization practice
Sikkim,2020,Utilization_Percent,92.83,Synthetic data for visualization practice
Tamil Nadu,2020,Beneficiaries_Lakh,8.92,Synthetic data for visualization practice
Tamil Nadu,2020,Foodgrain_Allocation_Lakh_Tonnes,5.12,Synthetic data for visualization practice
Tamil Nadu,2020,Foodgrain_Distribution_Lakh_Tonnes,4.77,Synthetic data for visualization practice
Tamil Nadu,2020,Coverage_Percent,85.33,Synthetic data for visualization practice
Tamil Nadu,2020,Utilization_Percent,93.27,Synthetic data for visualization practice
Telangana,2020,Beneficiaries_Lakh,10.93,Synthetic data for visualization practice
Telangana,2020,Foodgrain_Allocation_Lakh_Tonnes,6.45,Synthetic data for visualization practice
Telangana,2020,Foodgrain_Distribution_Lakh_Tonnes,5.68,Synthetic data for visualization practice
Telangana,2020,Coverage_Percent,76.81,Synthetic data for visualization practice
Telangana,2020,Utilization_Percent,88.08,Synthetic data for visualization practice
Tripura,2020,Beneficiaries_Lakh,9.88,Synthetic data for visualization practice
Tripura,2020,Foodgrain_Allocation_Lakh_Tonnes,5.87,Synthetic data for visualization practice
Tripura,2020,Foodgrain_Distribution_Lakh_Tonnes,5.58,Synthetic data for visualization practice
Tripura,2020,Coverage_Percent,83.74,Synthetic data for visualization practice
Tripura,2020,Utilization_Percent,95.04,Synthetic data for visualization practice
Uttar Pradesh,2020,Beneficiaries_Lakh,27.99,Synthetic data for visualization practice
Uttar Pradesh,2020,Foodgrain_Allocation_Lakh_Tonnes,16.02,Synthetic data for visualization practice
Uttar Pradesh,2020,Foodgrain_Distribution_Lakh_Tonnes,14.32,Synthetic data for visualization practice
Uttar Pradesh,2020,Coverage_Percent,91.68,Synthetic data for visualization practice
Uttar Pradesh,2020,Utilization_Percent,89.44,Synthetic data for visualization practice
Uttarakhand,2020,Beneficiaries_Lakh,7.22,Synthetic data for visualization practice
Uttarakhand,2020,Foodgrain_Allocation_Lakh_Tonnes,3.61,Synthetic data for visualization practice
Uttarakhand,2020,Foodgrain_Distribution_Lakh_Tonnes,2.88,Synthetic data for visualization practice
Uttarakhand,2020,Coverage_Percent,65.75,Synthetic data for visualization practice
Uttarakhand,2020,Utilization_Percent,79.62,Synthetic data for visualization practice
West Bengal,2020,Beneficiaries_Lakh,6.44,Synthetic data for visualization practice
West Bengal,2020,Foodgrain_Allocation_Lakh_Tonnes,2.73,Synthetic data for visualization practice
West Bengal,2020,Foodgrain_Distribution_Lakh_Tonnes,2.52,Synthetic data for visualization practice
West Bengal,2020,Coverage_Percent,91.78,Synthetic data for visualization practice
West Bengal,2020,Utilization_Percent,92.15,Synthetic data for visualization practice
Delhi,2020,Beneficiaries_Lakh,28.01,Synthetic data for visualization practice
Delhi,2020,Foodgrain_Allocation_Lakh_Tonnes,15.44,Synthetic data for visualization practice
Delhi,2020,Foodgrain_Distribution_Lakh_Tonnes,13.82,Synthetic data for visualization practice
Delhi,2020,Coverage_Percent,83.68,Synthetic data for visualization practice
Delhi,2020,Utilization_Percent,89.51,Synthetic data for visualization practice
Jammu and Kashmir,2020,Beneficiaries_Lakh,31.75,Synthetic data for visualization practice
Jammu and Kashmir,2020,Foodgrain_Allocation_Lakh_Tonnes,17.25,Synthetic data for visualization practice
Jammu and Kashmir,2020,Foodgrain_Distribution_Lakh_Tonnes,14.68,Synthetic data for visualization practice
Jammu and Kashmir,2020,Coverage_Percent,82.16,Synthetic data for visualization practice
Jammu and Kashmir,2020,Utilization_Percent,85.07,Synthetic data for visualization practice
Andhra Pradesh,2021,Beneficiaries_Lakh,22.73,Synthetic data for visualization practice
Andhra Pradesh,2021,Foodgrain_Allocation_Lakh_Tonnes,12.81,Synthetic data for visualization practice
Andhra Pradesh,2021,Foodgrain_Distribution_Lakh_Tonnes,11.98,Synthetic data for visualization practice
Andhra Pradesh,2021,Coverage_Percent,77.2,Synthetic data for visualization practice
Andhra Pradesh,2021,Utilization_Percent,93.52,Synthetic data for visualization practice
Arunachal Pradesh,2021,Beneficiaries_Lakh,9.7,Synthetic data for visualization practice
Arunachal Pradesh,2021,Foodgrain_Allocation_Lakh_Tonnes,5.85,Synthetic data for visualization practice
Arunachal Pradesh,2021,Foodgrain_Distribution_Lakh_Tonnes,5.08,Synthetic data for visualization practice
Arunachal Pradesh,2021,Coverage_Percent,68.23,Synthetic data for visualization practice
Arunachal Pradesh,2021,Utilization_Percent,86.75,Synthetic data for visualization practice
Assam,2021,Beneficiaries_Lakh,14.5,Synthetic data for visualization practice
Assam,2021,Foodgrain_Allocation_Lakh_Tonnes,8.19,Synthetic data for visualization practice
Assam,2021,Foodgrain_Distribution_Lakh_Tonnes,7.18,Synthetic data for visualization practice
Assam,2021,Coverage_Percent,79.39,Synthetic data for visualization practice
Assam,2021,Utilization_Percent,87.63,Synthetic data for visualization practice
Bihar,2021,Beneficiaries_Lakh,9.21,Synthetic data for visualization practice
Bihar,2021,Foodgrain_Allocation_Lakh_Tonnes,5.0,Synthetic data for visualization practice
Bihar,2021,Foodgrain_Distribution_Lakh_Tonnes,4.41,Synthetic data for visualization practice
Bihar,2021,Coverage_Percent,87.04,Synthetic data for visualization practice
Bihar,2021,Utilization_Percent,88.03,Synthetic data for visualization practice
Chhattisgarh,2021,Beneficiaries_Lakh,33.21,Synthetic data for visualization practice
Chhattisgarh,2021,Foodgrain_Allocation_Lakh_Tonnes,17.1,Synthetic data for visualization practice
Chhattisgarh,2021,Foodgrain_Distribution_Lakh_Tonnes,14.65,Synthetic data for visualization practice
Chhattisgarh,2021,Coverage_Percent,73.54,Synthetic data for visualization practice
Chhattisgarh,2021,Utilization_Percent,85.69,Synthetic data for visualization practice
Goa,2021,Beneficiaries_Lakh,47.06,Synthetic data for visualization practice
Goa,2021,Foodgrain_Allocation_Lakh_Tonnes,27.47,Synthetic data for visualization practice
Goa,2021,Foodgrain_Distribution_Lakh_Tonnes,25.16,Synthetic data for visualization practice
Goa,2021,Coverage_Percent,92.62,Synthetic data for visualization practice
Goa,2021,Utilization_Percent,91.59,Synthetic data for visualization practice
Gujarat,2021,Beneficiaries_Lakh,21.43,Synthetic data for visualization practice
Gujarat,2021,Foodgrain_Allocation_Lakh_Tonnes,10.56,Synthetic data for visualization practice
Gujarat,2021,Foodgrain_Distribution_Lakh_Tonnes,9.35,Synthetic data for visualization practice
Gujarat,2021,Coverage_Percent,87.25,Synthetic data for visualization practice
Gujarat,2021,Utilization_Percent,88.58,Synthetic data for visualization practice
Haryana,2021,Beneficiaries_Lakh,47.14,Synthetic data for visualization practice
Haryana,2021,Foodgrain_Allocation_Lakh_Tonnes,25.03,Synthetic data for visualization practice
Haryana,2021,Foodgrain_Distribution_Lakh_Tonnes,20.75,Synthetic data for visualization practice
Haryana,2021,Coverage_Percent,88.96,Synthetic data for visualization practice
Haryana,2021,Utilization_Percent,82.91,Synthetic data for visualization practice
Himachal Pradesh,2021,Beneficiaries_Lakh,7.59,Synthetic data for visualization practice
Himachal Pradesh,2021,Foodgrain_Allocation_Lakh_Tonnes,4.65,Synthetic data for visualization practice
Himachal Pradesh,2021,Foodgrain_Distribution_Lakh_Tonnes,3.94,Synthetic data for visualization practice
Himachal Pradesh,2021,Coverage_Percent,85.83,Synthetic data for visualization practice
Himachal Pradesh,2021,Utilization_Percent,84.63,Synthetic data for visualization practice
Jharkhand,2021,Beneficiaries_Lakh,7.75,Synthetic data for visualization practice
Jharkhand,2021,Foodgrain_Allocation_Lakh_Tonnes,4.72,Synthetic data for visualization practice
Jharkhand,2021,Foodgrain_Distribution_Lakh_Tonnes,4.39,Synthetic data for visualization practice
Jharkhand,2021,Coverage_Percent,84.4,Synthetic data for visualization practice
Jharkhand,2021,Utilization_Percent,93.07,Synthetic data for visualization practice
Karnataka,2021,Beneficiaries_Lakh,27.76,Synthetic data for visualization practice
Karnataka,2021,Foodgrain_Allocation_Lakh_Tonnes,16.73,Synthetic data for visualization practice
Karnataka,2021,Foodgrain_Distribution_Lakh_Tonnes,15.11,Synthetic data for visualization practice
Karnataka,2021,Coverage_Percent,75.5,Synthetic data for visualization practice
Karnataka,2021,Utilization_Percent,90.29,Synthetic data for visualization practice
Kerala,2021,Beneficiaries_Lakh,11.78,Synthetic data for visualization practice
Kerala,2021,Foodgrain_Allocation_Lakh_Tonnes,5.47,Synthetic data for visualization practice
Kerala,2021,Foodgrain_Distribution_Lakh_Tonnes,4.92,Synthetic data for visualization practice
Kerala,2021,Coverage_Percent,75.24,Synthetic data for visualization practice
Kerala,2021,Utilization_Percent,90.08,Synthetic data for visualization practice
Madhya Pradesh,2021,Beneficiaries_Lakh,11.38,Synthetic data for visualization practice
Madhya Pradesh,2021,Foodgrain_Allocation_Lakh_Tonnes,5.12,Synthetic data for visualization practice
Madhya Pradesh,2021,Foodgrain_Distribution_Lakh_Tonnes,4.48,Synthetic data for visualization practice
Madhya Pradesh,2021,Coverage_Percent,74.13,Synthetic data for visualization practice
Madhya Pradesh,2021,Utilization_Percent,87.39,Synthetic data for visualization practice
Maharashtra,2021,Beneficiaries_Lakh,7.05,Synthetic data for visualization practice
Maharashtra,2021,Foodgrain_Allocation_Lakh_Tonnes,4.37,Synthetic data for visualization practice
Maharashtra,2021,Foodgrain_Distribution_Lakh_Tonnes,3.81,Synthetic data for visualization practice
Maharashtra,2021,Coverage_Percent,81.08,Synthetic data for visualization practice
Maharashtra,2021,Utilization_Percent,87.16,Synthetic data for visualization practice
Manipur,2021,Beneficiaries_Lakh,26.87,Synthetic data for visualization practice
Manipur,2021,Foodgrain_Allocation_Lakh_Tonnes,14.3,Synthetic data for visualization practice
Manipur,2021,Foodgrain_Distribution_Lakh_Tonnes,12.69,Synthetic data for visualization practice
Manipur,2021,Coverage_Percent,71.75,Synthetic data for visualization practice
Manipur,2021,Utilization_Percent,88.75,Synthetic data for visualization practice
Meghalaya,2021,Beneficiaries_Lakh,25.77,Synthetic data for visualization practice
Meghalaya,2021,Foodgrain_Allocation_Lakh_Tonnes,14.76,Synthetic data for visualization practice
Meghalaya,2021,Foodgrain_Distribution_Lakh_Tonnes,12.85,Synthetic data for visualization practice
Meghalaya,2021,Coverage_Percent,83.77,Synthetic data for visualization practice
Meghalaya,2021,Utilization_Percent,87.09,Synthetic data for visualization practice
Mizoram,2021,Beneficiaries_Lakh,17.46,Synthetic data for visualization practice
Mizoram,2021,Foodgrain_Allocation_Lakh_Tonnes,10.41,Synthetic data for visualization practice
Mizoram,2021,Foodgrain_Distribution_Lakh_Tonnes,8.59,Synthetic data for visualization practice
Mizoram,2021,Coverage_Percent,72.59,Synthetic data for visualization practice
Mizoram,2021,Utilization_Percent,82.53,Synthetic data for visualization practice
Nagaland,2021,Beneficiaries_Lakh,9.19,Synthetic data for visualization practice
Nagaland,2021,Foodgrain_Allocation_Lakh_Tonnes,5.05,Synthetic data for visualization practice
Nagaland,2021,Foodgrain_Distribution_Lakh_Tonnes,3.97,Synthetic data for visualization practice
Nagaland,2021,Coverage_Percent,81.56,Synthetic data for visualization practice
Nagaland,2021,Utilization_Percent,78.64,Synthetic data for visualization practice
Odisha,2021,Beneficiaries_Lakh,27.76,Synthetic data for visualization practice
Odisha,2021,Foodgrain_Allocation_Lakh_Tonnes,15.38,Synthetic data for visualization practice
